GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_13,GCF_002952675.1;protein_1471,GCF_002951975.1;protein_1467,GCF_002952595.1;protein_1466,GCF_001653415.1;protein_68,GCF_900638475.1;protein_166,GCF_016749215.1;protein_14,GCF_019974055.1;protein_166,GCF_013122055.1;protein_199,GCF_003050665.1;protein_990
GCF_016748085.1;protein_130,GCF_002952675.1;protein_1309,GCF_002951975.1;protein_1305,GCF_002952595.1;protein_1304,GCF_001653415.1;protein_188,GCF_900638475.1;protein_285,GCF_016749215.1;protein_138,GCF_019974055.1;protein_319,GCF_013122055.1;protein_316,GCF_003050665.1;protein_1112
GCF_016748085.1;protein_1300,GCF_002952675.1;protein_137,GCF_002951975.1;protein_136,GCF_002952595.1;protein_136,GCF_001653415.1;protein_1316,GCF_900638475.1;protein_1396,GCF_016749215.1;protein_1265,GCF_019974055.1;protein_1491,GCF_013122055.1;protein_1443,GCF_003050665.1;protein_1238
GCF_016748085.1;protein_1301,GCF_002952675.1;protein_136,GCF_002951975.1;protein_135,GCF_002952595.1;protein_135,GCF_001653415.1;protein_1317,GCF_900638475.1;protein_1397,GCF_016749215.1;protein_1266,GCF_019974055.1;protein_1492,GCF_013122055.1;protein_1444,GCF_003050665.1;protein_1237
GCF_016748085.1;protein_1302,GCF_002952675.1;protein_135,GCF_002951975.1;protein_134,GCF_002952595.1;protein_134,GCF_001653415.1;protein_1318,GCF_900638475.1;protein_1398,GCF_016749215.1;protein_1267,GCF_019974055.1;protein_1493,GCF_013122055.1;protein_1445,GCF_003050665.1;protein_1236
GCF_016748085.1;protein_1303,GCF_002952675.1;protein_134,GCF_002951975.1;protein_133,GCF_002952595.1;protein_133,GCF_001653415.1;protein_1319,GCF_900638475.1;protein_1399,GCF_016749215.1;protein_1268,GCF_019974055.1;protein_1494,GCF_013122055.1;protein_1446,GCF_003050665.1;protein_1235
GCF_016748085.1;protein_1304,GCF_002952675.1;protein_133,GCF_002951975.1;protein_132,GCF_002952595.1;protein_132,GCF_001653415.1;protein_1320,GCF_900638475.1;protein_1400,GCF_016749215.1;protein_1269,GCF_019974055.1;protein_1495,GCF_013122055.1;protein_1447,GCF_003050665.1;protein_1234
GCF_016748085.1;protein_1305,GCF_002952675.1;protein_132,GCF_002951975.1;protein_131,GCF_002952595.1;protein_131,GCF_001653415.1;protein_1321,GCF_900638475.1;protein_1401,GCF_016749215.1;protein_1271,GCF_019974055.1;protein_1496,GCF_013122055.1;protein_1449,GCF_003050665.1;protein_1233
GCF_016748085.1;protein_1306,GCF_002952675.1;protein_131,GCF_002951975.1;protein_130,GCF_002952595.1;protein_130,GCF_001653415.1;protein_1322,GCF_900638475.1;protein_1402,GCF_016749215.1;protein_1272,GCF_019974055.1;protein_1497,GCF_013122055.1;protein_1450,GCF_003050665.1;protein_1232
GCF_016748085.1;protein_1307,GCF_002952675.1;protein_130,GCF_002951975.1;protein_129,GCF_002952595.1;protein_129,GCF_001653415.1;protein_1323,GCF_900638475.1;protein_1403,GCF_016749215.1;protein_1273,GCF_019974055.1;protein_1498,GCF_013122055.1;protein_1451,GCF_003050665.1;protein_1231
GCF_016748085.1;protein_1308,GCF_002952675.1;protein_129,GCF_002951975.1;protein_128,GCF_002952595.1;protein_128,GCF_001653415.1;protein_1324,GCF_900638475.1;protein_1404,GCF_016749215.1;protein_1274,GCF_019974055.1;protein_1499,GCF_013122055.1;protein_1452,GCF_003050665.1;protein_1230
GCF_016748085.1;protein_1309,GCF_002952675.1;protein_128,GCF_002951975.1;protein_127,GCF_002952595.1;protein_127,GCF_001653415.1;protein_1325,GCF_900638475.1;protein_1405,GCF_016749215.1;protein_1275,GCF_019974055.1;protein_1500,GCF_013122055.1;protein_1453,GCF_003050665.1;protein_1229
GCF_016748085.1;protein_131,GCF_002952675.1;protein_1308,GCF_002951975.1;protein_1304,GCF_002952595.1;protein_1303,GCF_001653415.1;protein_189,GCF_900638475.1;protein_286,GCF_016749215.1;protein_139,GCF_019974055.1;protein_320,GCF_013122055.1;protein_317,GCF_003050665.1;protein_1113
GCF_016748085.1;protein_1310,GCF_002952675.1;protein_127,GCF_002951975.1;protein_126,GCF_002952595.1;protein_126,GCF_001653415.1;protein_1326,GCF_900638475.1;protein_1406,GCF_016749215.1;protein_1276,GCF_019974055.1;protein_1501,GCF_013122055.1;protein_1454,GCF_003050665.1;protein_1228
GCF_016748085.1;protein_1311,GCF_002952675.1;protein_126,GCF_002951975.1;protein_125,GCF_002952595.1;protein_125,GCF_001653415.1;protein_1327,GCF_900638475.1;protein_1407,GCF_016749215.1;protein_1277,GCF_019974055.1;protein_1502,GCF_013122055.1;protein_1455,GCF_003050665.1;protein_1227
GCF_016748085.1;protein_1313,GCF_002952675.1;protein_124,GCF_002951975.1;protein_123,GCF_002952595.1;protein_123,GCF_001653415.1;protein_1329,GCF_900638475.1;protein_1409,GCF_016749215.1;protein_1279,GCF_019974055.1;protein_1504,GCF_013122055.1;protein_1457,GCF_003050665.1;protein_696
GCF_016748085.1;protein_1314,GCF_002952675.1;protein_123,GCF_002951975.1;protein_122,GCF_002952595.1;protein_122,GCF_001653415.1;protein_1330,GCF_900638475.1;protein_1410,GCF_016749215.1;protein_1280,GCF_019974055.1;protein_1505,GCF_013122055.1;protein_1458,GCF_003050665.1;protein_697
GCF_016748085.1;protein_1315,GCF_002952675.1;protein_122,GCF_002951975.1;protein_121,GCF_002952595.1;protein_121,GCF_001653415.1;protein_1331,GCF_900638475.1;protein_1411,GCF_016749215.1;protein_1281,GCF_019974055.1;protein_1506,GCF_013122055.1;protein_1459,GCF_003050665.1;protein_698
GCF_016748085.1;protein_1316,GCF_002952675.1;protein_121,GCF_002951975.1;protein_120,GCF_002952595.1;protein_120,GCF_001653415.1;protein_1332,GCF_900638475.1;protein_1412,GCF_016749215.1;protein_1282,GCF_019974055.1;protein_1507,GCF_013122055.1;protein_1460,GCF_003050665.1;protein_699
GCF_016748085.1;protein_1317,GCF_002952675.1;protein_120,GCF_002951975.1;protein_119,GCF_002952595.1;protein_119,GCF_001653415.1;protein_1333,GCF_900638475.1;protein_1413,GCF_016749215.1;protein_1283,GCF_019974055.1;protein_1508,GCF_013122055.1;protein_1461,GCF_003050665.1;protein_700
GCF_016748085.1;protein_1318,GCF_002952675.1;protein_119,GCF_002951975.1;protein_118,GCF_002952595.1;protein_118,GCF_001653415.1;protein_1334,GCF_900638475.1;protein_1414,GCF_016749215.1;protein_1284,GCF_019974055.1;protein_1509,GCF_013122055.1;protein_1462,GCF_003050665.1;protein_701
GCF_016748085.1;protein_1319,GCF_002952675.1;protein_118,GCF_002951975.1;protein_117,GCF_002952595.1;protein_117,GCF_001653415.1;protein_1335,GCF_900638475.1;protein_1415,GCF_016749215.1;protein_1285,GCF_019974055.1;protein_1510,GCF_013122055.1;protein_1463,GCF_003050665.1;protein_702
GCF_016748085.1;protein_132,GCF_002952675.1;protein_1307,GCF_002951975.1;protein_1303,GCF_002952595.1;protein_1302,GCF_001653415.1;protein_190,GCF_900638475.1;protein_287,GCF_016749215.1;protein_140,GCF_019974055.1;protein_321,GCF_013122055.1;protein_318,GCF_003050665.1;protein_1114
GCF_016748085.1;protein_1320,GCF_002952675.1;protein_117,GCF_002951975.1;protein_116,GCF_002952595.1;protein_116,GCF_001653415.1;protein_1336,GCF_900638475.1;protein_1416,GCF_016749215.1;protein_1286,GCF_019974055.1;protein_1511,GCF_013122055.1;protein_1464,GCF_003050665.1;protein_703
GCF_016748085.1;protein_1325,GCF_002952675.1;protein_1403,GCF_002951975.1;protein_1399,GCF_002952595.1;protein_1398,GCF_001653415.1;protein_1341,GCF_900638475.1;protein_1422,GCF_016749215.1;protein_1291,GCF_019974055.1;protein_1516,GCF_013122055.1;protein_1472,GCF_003050665.1;protein_705
GCF_016748085.1;protein_1326,GCF_002952675.1;protein_1404,GCF_002951975.1;protein_1400,GCF_002952595.1;protein_1399,GCF_001653415.1;protein_1342,GCF_900638475.1;protein_1423,GCF_016749215.1;protein_1292,GCF_019974055.1;protein_1517,GCF_013122055.1;protein_1473,GCF_003050665.1;protein_706
GCF_016748085.1;protein_1327,GCF_002952675.1;protein_1405,GCF_002951975.1;protein_1401,GCF_002952595.1;protein_1400,GCF_001653415.1;protein_1343,GCF_900638475.1;protein_1424,GCF_016749215.1;protein_1293,GCF_019974055.1;protein_1518,GCF_013122055.1;protein_1474,GCF_003050665.1;protein_707
GCF_016748085.1;protein_1328,GCF_002952675.1;protein_1406,GCF_002951975.1;protein_1402,GCF_002952595.1;protein_1401,GCF_001653415.1;protein_1344,GCF_900638475.1;protein_1425,GCF_016749215.1;protein_1294,GCF_019974055.1;protein_1519,GCF_013122055.1;protein_1475,GCF_003050665.1;protein_708
GCF_016748085.1;protein_1329,GCF_002952675.1;protein_1407,GCF_002951975.1;protein_1403,GCF_002952595.1;protein_1402,GCF_001653415.1;protein_1345,GCF_900638475.1;protein_1426,GCF_016749215.1;protein_1295,GCF_019974055.1;protein_1520,GCF_013122055.1;protein_1476,GCF_003050665.1;protein_709
GCF_016748085.1;protein_133,GCF_002952675.1;protein_1306,GCF_002951975.1;protein_1302,GCF_002952595.1;protein_1301,GCF_001653415.1;protein_191,GCF_900638475.1;protein_288,GCF_016749215.1;protein_141,GCF_019974055.1;protein_322,GCF_013122055.1;protein_319,GCF_003050665.1;protein_1115
GCF_016748085.1;protein_1330,GCF_002952675.1;protein_1408,GCF_002951975.1;protein_1404,GCF_002952595.1;protein_1403,GCF_001653415.1;protein_1346,GCF_900638475.1;protein_1427,GCF_016749215.1;protein_1296,GCF_019974055.1;protein_1521,GCF_013122055.1;protein_1477,GCF_003050665.1;protein_710
GCF_016748085.1;protein_1331,GCF_002952675.1;protein_1409,GCF_002951975.1;protein_1405,GCF_002952595.1;protein_1404,GCF_001653415.1;protein_1347,GCF_900638475.1;protein_1428,GCF_016749215.1;protein_1297,GCF_019974055.1;protein_1522,GCF_013122055.1;protein_1478,GCF_003050665.1;protein_711
GCF_016748085.1;protein_1332,GCF_002952675.1;protein_1410,GCF_002951975.1;protein_1406,GCF_002952595.1;protein_1405,GCF_001653415.1;protein_1348,GCF_900638475.1;protein_1429,GCF_016749215.1;protein_1298,GCF_019974055.1;protein_1523,GCF_013122055.1;protein_1479,GCF_003050665.1;protein_712
GCF_016748085.1;protein_1333,GCF_002952675.1;protein_1411,GCF_002951975.1;protein_1407,GCF_002952595.1;protein_1406,GCF_001653415.1;protein_1349,GCF_900638475.1;protein_1430,GCF_016749215.1;protein_1299,GCF_019974055.1;protein_1524,GCF_013122055.1;protein_1480,GCF_003050665.1;protein_713
GCF_016748085.1;protein_1334,GCF_002952675.1;protein_1412,GCF_002951975.1;protein_1408,GCF_002952595.1;protein_1407,GCF_001653415.1;protein_1350,GCF_900638475.1;protein_1431,GCF_016749215.1;protein_1300,GCF_019974055.1;protein_1525,GCF_013122055.1;protein_1481,GCF_003050665.1;protein_714
GCF_016748085.1;protein_1335,GCF_002952675.1;protein_1413,GCF_002951975.1;protein_1409,GCF_002952595.1;protein_1408,GCF_001653415.1;protein_1351,GCF_900638475.1;protein_1432,GCF_016749215.1;protein_1301,GCF_019974055.1;protein_1526,GCF_013122055.1;protein_1482,GCF_003050665.1;protein_715
GCF_016748085.1;protein_134,GCF_002952675.1;protein_1305,GCF_002951975.1;protein_1301,GCF_002952595.1;protein_1300,GCF_001653415.1;protein_192,GCF_900638475.1;protein_289,GCF_016749215.1;protein_142,GCF_019974055.1;protein_323,GCF_013122055.1;protein_320,GCF_003050665.1;protein_1116
GCF_016748085.1;protein_1343,GCF_002952675.1;protein_1417,GCF_002951975.1;protein_1413,GCF_002952595.1;protein_1412,GCF_001653415.1;protein_1514,GCF_900638475.1;protein_1439,GCF_016749215.1;protein_1307,GCF_019974055.1;protein_61,GCF_013122055.1;protein_1485,GCF_003050665.1;protein_718
GCF_016748085.1;protein_1344,GCF_002952675.1;protein_1418,GCF_002951975.1;protein_1414,GCF_002952595.1;protein_1413,GCF_001653415.1;protein_1513,GCF_900638475.1;protein_1440,GCF_016749215.1;protein_1308,GCF_019974055.1;protein_60,GCF_013122055.1;protein_1486,GCF_003050665.1;protein_719
GCF_016748085.1;protein_1345,GCF_002952675.1;protein_1419,GCF_002951975.1;protein_1415,GCF_002952595.1;protein_1414,GCF_001653415.1;protein_1512,GCF_900638475.1;protein_1441,GCF_016749215.1;protein_1309,GCF_019974055.1;protein_59,GCF_013122055.1;protein_1487,GCF_003050665.1;protein_720
GCF_016748085.1;protein_1346,GCF_002952675.1;protein_1420,GCF_002951975.1;protein_1416,GCF_002952595.1;protein_1415,GCF_001653415.1;protein_1511,GCF_900638475.1;protein_1442,GCF_016749215.1;protein_1310,GCF_019974055.1;protein_58,GCF_013122055.1;protein_1488,GCF_003050665.1;protein_721
GCF_016748085.1;protein_1347,GCF_002952675.1;protein_1421,GCF_002951975.1;protein_1417,GCF_002952595.1;protein_1416,GCF_001653415.1;protein_1510,GCF_900638475.1;protein_1443,GCF_016749215.1;protein_1311,GCF_019974055.1;protein_57,GCF_013122055.1;protein_1489,GCF_003050665.1;protein_722
GCF_016748085.1;protein_1349,GCF_002952675.1;protein_1423,GCF_002951975.1;protein_1419,GCF_002952595.1;protein_1418,GCF_001653415.1;protein_1508,GCF_900638475.1;protein_1445,GCF_016749215.1;protein_1313,GCF_019974055.1;protein_55,GCF_013122055.1;protein_1491,GCF_003050665.1;protein_724
GCF_016748085.1;protein_135,GCF_002952675.1;protein_1304,GCF_002951975.1;protein_1300,GCF_002952595.1;protein_1299,GCF_001653415.1;protein_193,GCF_900638475.1;protein_290,GCF_016749215.1;protein_143,GCF_019974055.1;protein_324,GCF_013122055.1;protein_321,GCF_003050665.1;protein_1117
GCF_016748085.1;protein_1350,GCF_002952675.1;protein_1425,GCF_002951975.1;protein_1421,GCF_002952595.1;protein_1420,GCF_001653415.1;protein_1506,GCF_900638475.1;protein_1446,GCF_016749215.1;protein_1314,GCF_019974055.1;protein_54,GCF_013122055.1;protein_1492,GCF_003050665.1;protein_725
GCF_016748085.1;protein_1351,GCF_002952675.1;protein_1426,GCF_002951975.1;protein_1422,GCF_002952595.1;protein_1421,GCF_001653415.1;protein_1505,GCF_900638475.1;protein_1447,GCF_016749215.1;protein_1315,GCF_019974055.1;protein_53,GCF_013122055.1;protein_1493,GCF_003050665.1;protein_726
GCF_016748085.1;protein_1352,GCF_002952675.1;protein_1427,GCF_002951975.1;protein_1423,GCF_002952595.1;protein_1422,GCF_001653415.1;protein_1504,GCF_900638475.1;protein_1448,GCF_016749215.1;protein_1316,GCF_019974055.1;protein_52,GCF_013122055.1;protein_1494,GCF_003050665.1;protein_727
GCF_016748085.1;protein_1353,GCF_002952675.1;protein_1428,GCF_002951975.1;protein_1424,GCF_002952595.1;protein_1423,GCF_001653415.1;protein_1503,GCF_900638475.1;protein_1449,GCF_016749215.1;protein_1317,GCF_019974055.1;protein_51,GCF_013122055.1;protein_1495,GCF_003050665.1;protein_728
GCF_016748085.1;protein_1357,GCF_002952675.1;protein_1431,GCF_002951975.1;protein_1427,GCF_002952595.1;protein_1426,GCF_001653415.1;protein_1500,GCF_900638475.1;protein_1452,GCF_016749215.1;protein_1321,GCF_019974055.1;protein_44,GCF_013122055.1;protein_1499,GCF_003050665.1;protein_734
GCF_016748085.1;protein_1358,GCF_002952675.1;protein_1432,GCF_002951975.1;protein_1428,GCF_002952595.1;protein_1427,GCF_001653415.1;protein_1499,GCF_900638475.1;protein_1453,GCF_016749215.1;protein_1322,GCF_019974055.1;protein_43,GCF_013122055.1;protein_1500,GCF_003050665.1;protein_735
GCF_016748085.1;protein_136,GCF_002952675.1;protein_1303,GCF_002951975.1;protein_1299,GCF_002952595.1;protein_1298,GCF_001653415.1;protein_194,GCF_900638475.1;protein_291,GCF_016749215.1;protein_144,GCF_019974055.1;protein_325,GCF_013122055.1;protein_322,GCF_003050665.1;protein_1118
GCF_016748085.1;protein_1362,GCF_002952675.1;protein_1437,GCF_002951975.1;protein_1433,GCF_002952595.1;protein_1432,GCF_001653415.1;protein_1495,GCF_900638475.1;protein_1505,GCF_016749215.1;protein_1328,GCF_019974055.1;protein_38,GCF_013122055.1;protein_1505,GCF_003050665.1;protein_739
GCF_016748085.1;protein_1363,GCF_002952675.1;protein_1438,GCF_002951975.1;protein_1434,GCF_002952595.1;protein_1433,GCF_001653415.1;protein_1494,GCF_900638475.1;protein_1504,GCF_016749215.1;protein_1329,GCF_019974055.1;protein_37,GCF_013122055.1;protein_1506,GCF_003050665.1;protein_740
GCF_016748085.1;protein_1364,GCF_002952675.1;protein_1439,GCF_002951975.1;protein_1435,GCF_002952595.1;protein_1434,GCF_001653415.1;protein_1493,GCF_900638475.1;protein_1503,GCF_016749215.1;protein_1330,GCF_019974055.1;protein_36,GCF_013122055.1;protein_1507,GCF_003050665.1;protein_741
GCF_016748085.1;protein_1365,GCF_002952675.1;protein_1440,GCF_002951975.1;protein_1436,GCF_002952595.1;protein_1435,GCF_001653415.1;protein_1492,GCF_900638475.1;protein_1502,GCF_016749215.1;protein_1331,GCF_019974055.1;protein_35,GCF_013122055.1;protein_1508,GCF_003050665.1;protein_742
GCF_016748085.1;protein_1368,GCF_002952675.1;protein_113,GCF_002951975.1;protein_112,GCF_002952595.1;protein_112,GCF_001653415.1;protein_1489,GCF_900638475.1;protein_1499,GCF_016749215.1;protein_1334,GCF_019974055.1;protein_1537,GCF_013122055.1;protein_1511,GCF_003050665.1;protein_745
GCF_016748085.1;protein_1369,GCF_002952675.1;protein_112,GCF_002951975.1;protein_111,GCF_002952595.1;protein_111,GCF_001653415.1;protein_1488,GCF_900638475.1;protein_1498,GCF_016749215.1;protein_1335,GCF_019974055.1;protein_1538,GCF_013122055.1;protein_1512,GCF_003050665.1;protein_746
GCF_016748085.1;protein_137,GCF_002952675.1;protein_1302,GCF_002951975.1;protein_1298,GCF_002952595.1;protein_1297,GCF_001653415.1;protein_195,GCF_900638475.1;protein_292,GCF_016749215.1;protein_145,GCF_019974055.1;protein_326,GCF_013122055.1;protein_323,GCF_003050665.1;protein_1119
GCF_016748085.1;protein_1370,GCF_002952675.1;protein_111,GCF_002951975.1;protein_110,GCF_002952595.1;protein_110,GCF_001653415.1;protein_1487,GCF_900638475.1;protein_1497,GCF_016749215.1;protein_1336,GCF_019974055.1;protein_1539,GCF_013122055.1;protein_1513,GCF_003050665.1;protein_747
GCF_016748085.1;protein_1371,GCF_002952675.1;protein_110,GCF_002951975.1;protein_109,GCF_002952595.1;protein_109,GCF_001653415.1;protein_1486,GCF_900638475.1;protein_1496,GCF_016749215.1;protein_1337,GCF_019974055.1;protein_1540,GCF_013122055.1;protein_1514,GCF_003050665.1;protein_748
GCF_016748085.1;protein_1372,GCF_002952675.1;protein_109,GCF_002951975.1;protein_108,GCF_002952595.1;protein_108,GCF_001653415.1;protein_1485,GCF_900638475.1;protein_1495,GCF_016749215.1;protein_1338,GCF_019974055.1;protein_1541,GCF_013122055.1;protein_1515,GCF_003050665.1;protein_749
GCF_016748085.1;protein_1373,GCF_002952675.1;protein_108,GCF_002951975.1;protein_107,GCF_002952595.1;protein_107,GCF_001653415.1;protein_1484,GCF_900638475.1;protein_1494,GCF_016749215.1;protein_1339,GCF_019974055.1;protein_1542,GCF_013122055.1;protein_1516,GCF_003050665.1;protein_750
GCF_016748085.1;protein_1374,GCF_002952675.1;protein_107,GCF_002951975.1;protein_106,GCF_002952595.1;protein_106,GCF_001653415.1;protein_1483,GCF_900638475.1;protein_1493,GCF_016749215.1;protein_1340,GCF_019974055.1;protein_1543,GCF_013122055.1;protein_1517,GCF_003050665.1;protein_751
GCF_016748085.1;protein_1376,GCF_002952675.1;protein_104,GCF_002951975.1;protein_103,GCF_002952595.1;protein_103,GCF_001653415.1;protein_1476,GCF_900638475.1;protein_1489,GCF_016749215.1;protein_1347,GCF_019974055.1;protein_1547,GCF_013122055.1;protein_1521,GCF_003050665.1;protein_755
GCF_016748085.1;protein_1377,GCF_002952675.1;protein_103,GCF_002951975.1;protein_102,GCF_002952595.1;protein_102,GCF_001653415.1;protein_1477,GCF_900638475.1;protein_1488,GCF_016749215.1;protein_1346,GCF_019974055.1;protein_1548,GCF_013122055.1;protein_1522,GCF_003050665.1;protein_756
GCF_016748085.1;protein_1378,GCF_002952675.1;protein_102,GCF_002951975.1;protein_101,GCF_002952595.1;protein_101,GCF_001653415.1;protein_1478,GCF_900638475.1;protein_1487,GCF_016749215.1;protein_1345,GCF_019974055.1;protein_1549,GCF_013122055.1;protein_1523,GCF_003050665.1;protein_757
GCF_016748085.1;protein_1379,GCF_002952675.1;protein_101,GCF_002951975.1;protein_100,GCF_002952595.1;protein_100,GCF_001653415.1;protein_1479,GCF_900638475.1;protein_1486,GCF_016749215.1;protein_1344,GCF_019974055.1;protein_1550,GCF_013122055.1;protein_1524,GCF_003050665.1;protein_758
GCF_016748085.1;protein_138,GCF_002952675.1;protein_1301,GCF_002951975.1;protein_1297,GCF_002952595.1;protein_1296,GCF_001653415.1;protein_196,GCF_900638475.1;protein_293,GCF_016749215.1;protein_146,GCF_019974055.1;protein_327,GCF_013122055.1;protein_324,GCF_003050665.1;protein_1120
GCF_016748085.1;protein_1383,GCF_002952675.1;protein_97,GCF_002951975.1;protein_97,GCF_002952595.1;protein_97,GCF_001653415.1;protein_1473,GCF_900638475.1;protein_1483,GCF_016749215.1;protein_1350,GCF_019974055.1;protein_1553,GCF_013122055.1;protein_1527,GCF_003050665.1;protein_762
