GCF_016757555.1,GCF_900478295.1,GCF_021729605.1,GCF_017821635.1,GCF_016755675.1
GCF_016757555.1;protein_555,GCF_900478295.1;protein_959,GCF_021729605.1;protein_729,GCF_017821635.1;protein_785,GCF_016755675.1;protein_653
GCF_016757555.1;protein_556,GCF_900478295.1;protein_958,GCF_021729605.1;protein_728,GCF_017821635.1;protein_786,GCF_016755675.1;protein_654
GCF_016757555.1;protein_557,GCF_900478295.1;protein_957,GCF_021729605.1;protein_727,GCF_017821635.1;protein_787,GCF_016755675.1;protein_655
GCF_016757555.1;protein_558,GCF_900478295.1;protein_956,GCF_021729605.1;protein_726,GCF_017821635.1;protein_788,GCF_016755675.1;protein_656
GCF_016757555.1;protein_559,GCF_900478295.1;protein_955,GCF_021729605.1;protein_725,GCF_017821635.1;protein_789,GCF_016755675.1;protein_657
GCF_016757555.1;protein_560,GCF_900478295.1;protein_954,GCF_021729605.1;protein_724,GCF_017821635.1;protein_790,GCF_016755675.1;protein_658
GCF_016757555.1;protein_561,GCF_900478295.1;protein_953,GCF_021729605.1;protein_723,GCF_017821635.1;protein_791,GCF_016755675.1;protein_659
GCF_016757555.1;protein_562,GCF_900478295.1;protein_952,GCF_021729605.1;protein_722,GCF_017821635.1;protein_792,GCF_016755675.1;protein_660
GCF_016757555.1;protein_566,GCF_900478295.1;protein_947,GCF_021729605.1;protein_718,GCF_017821635.1;protein_796,GCF_016755675.1;protein_665
GCF_016757555.1;protein_567,GCF_900478295.1;protein_946,GCF_021729605.1;protein_717,GCF_017821635.1;protein_797,GCF_016755675.1;protein_666
GCF_016757555.1;protein_568,GCF_900478295.1;protein_945,GCF_021729605.1;protein_716,GCF_017821635.1;protein_798,GCF_016755675.1;protein_667
GCF_016757555.1;protein_569,GCF_900478295.1;protein_944,GCF_021729605.1;protein_715,GCF_017821635.1;protein_799,GCF_016755675.1;protein_668
GCF_016757555.1;protein_57,GCF_900478295.1;protein_247,GCF_021729605.1;protein_57,GCF_017821635.1;protein_60,GCF_016755675.1;protein_57
GCF_016757555.1;protein_570,GCF_900478295.1;protein_943,GCF_021729605.1;protein_714,GCF_017821635.1;protein_800,GCF_016755675.1;protein_669
GCF_016757555.1;protein_571,GCF_900478295.1;protein_942,GCF_021729605.1;protein_713,GCF_017821635.1;protein_801,GCF_016755675.1;protein_670
GCF_016757555.1;protein_572,GCF_900478295.1;protein_941,GCF_021729605.1;protein_712,GCF_017821635.1;protein_802,GCF_016755675.1;protein_671
GCF_016757555.1;protein_573,GCF_900478295.1;protein_940,GCF_021729605.1;protein_711,GCF_017821635.1;protein_803,GCF_016755675.1;protein_672
GCF_016757555.1;protein_574,GCF_900478295.1;protein_939,GCF_021729605.1;protein_710,GCF_017821635.1;protein_804,GCF_016755675.1;protein_673
GCF_016757555.1;protein_575,GCF_900478295.1;protein_938,GCF_021729605.1;protein_709,GCF_017821635.1;protein_805,GCF_016755675.1;protein_674
GCF_016757555.1;protein_576,GCF_900478295.1;protein_937,GCF_021729605.1;protein_708,GCF_017821635.1;protein_806,GCF_016755675.1;protein_675
GCF_016757555.1;protein_577,GCF_900478295.1;protein_936,GCF_021729605.1;protein_707,GCF_017821635.1;protein_807,GCF_016755675.1;protein_676
GCF_016757555.1;protein_578,GCF_900478295.1;protein_935,GCF_021729605.1;protein_706,GCF_017821635.1;protein_808,GCF_016755675.1;protein_677
GCF_016757555.1;protein_579,GCF_900478295.1;protein_934,GCF_021729605.1;protein_705,GCF_017821635.1;protein_809,GCF_016755675.1;protein_678
GCF_016757555.1;protein_58,GCF_900478295.1;protein_248,GCF_021729605.1;protein_58,GCF_017821635.1;protein_61,GCF_016755675.1;protein_58
GCF_016757555.1;protein_580,GCF_900478295.1;protein_933,GCF_021729605.1;protein_704,GCF_017821635.1;protein_810,GCF_016755675.1;protein_679
GCF_016757555.1;protein_581,GCF_900478295.1;protein_932,GCF_021729605.1;protein_703,GCF_017821635.1;protein_811,GCF_016755675.1;protein_680
GCF_016757555.1;protein_582,GCF_900478295.1;protein_931,GCF_021729605.1;protein_702,GCF_017821635.1;protein_812,GCF_016755675.1;protein_681
GCF_016757555.1;protein_583,GCF_900478295.1;protein_930,GCF_021729605.1;protein_701,GCF_017821635.1;protein_813,GCF_016755675.1;protein_682
GCF_016757555.1;protein_584,GCF_900478295.1;protein_929,GCF_021729605.1;protein_700,GCF_017821635.1;protein_814,GCF_016755675.1;protein_683
GCF_016757555.1;protein_586,GCF_900478295.1;protein_926,GCF_021729605.1;protein_698,GCF_017821635.1;protein_817,GCF_016755675.1;protein_685
GCF_016757555.1;protein_587,GCF_900478295.1;protein_925,GCF_021729605.1;protein_697,GCF_017821635.1;protein_818,GCF_016755675.1;protein_686
GCF_016757555.1;protein_588,GCF_900478295.1;protein_924,GCF_021729605.1;protein_696,GCF_017821635.1;protein_819,GCF_016755675.1;protein_687
GCF_016757555.1;protein_589,GCF_900478295.1;protein_923,GCF_021729605.1;protein_695,GCF_017821635.1;protein_820,GCF_016755675.1;protein_688
GCF_016757555.1;protein_590,GCF_900478295.1;protein_922,GCF_021729605.1;protein_694,GCF_017821635.1;protein_821,GCF_016755675.1;protein_689
GCF_016757555.1;protein_591,GCF_900478295.1;protein_921,GCF_021729605.1;protein_693,GCF_017821635.1;protein_822,GCF_016755675.1;protein_690
GCF_016757555.1;protein_592,GCF_900478295.1;protein_920,GCF_021729605.1;protein_692,GCF_017821635.1;protein_823,GCF_016755675.1;protein_691
GCF_016757555.1;protein_593,GCF_900478295.1;protein_919,GCF_021729605.1;protein_691,GCF_017821635.1;protein_824,GCF_016755675.1;protein_692
GCF_016757555.1;protein_594,GCF_900478295.1;protein_918,GCF_021729605.1;protein_690,GCF_017821635.1;protein_825,GCF_016755675.1;protein_693
GCF_016757555.1;protein_595,GCF_900478295.1;protein_917,GCF_021729605.1;protein_689,GCF_017821635.1;protein_826,GCF_016755675.1;protein_694
GCF_016757555.1;protein_597,GCF_900478295.1;protein_913,GCF_021729605.1;protein_687,GCF_017821635.1;protein_832,GCF_016755675.1;protein_696
GCF_016757555.1;protein_598,GCF_900478295.1;protein_912,GCF_021729605.1;protein_686,GCF_017821635.1;protein_833,GCF_016755675.1;protein_697
GCF_016757555.1;protein_599,GCF_900478295.1;protein_911,GCF_021729605.1;protein_685,GCF_017821635.1;protein_834,GCF_016755675.1;protein_698
GCF_016757555.1;protein_60,GCF_900478295.1;protein_251,GCF_021729605.1;protein_60,GCF_017821635.1;protein_63,GCF_016755675.1;protein_60
GCF_016757555.1;protein_600,GCF_900478295.1;protein_910,GCF_021729605.1;protein_684,GCF_017821635.1;protein_835,GCF_016755675.1;protein_699
GCF_016757555.1;protein_601,GCF_900478295.1;protein_909,GCF_021729605.1;protein_683,GCF_017821635.1;protein_836,GCF_016755675.1;protein_700
GCF_016757555.1;protein_602,GCF_900478295.1;protein_908,GCF_021729605.1;protein_682,GCF_017821635.1;protein_837,GCF_016755675.1;protein_701
GCF_016757555.1;protein_604,GCF_900478295.1;protein_905,GCF_021729605.1;protein_680,GCF_017821635.1;protein_839,GCF_016755675.1;protein_703
GCF_016757555.1;protein_605,GCF_900478295.1;protein_906,GCF_021729605.1;protein_679,GCF_017821635.1;protein_840,GCF_016755675.1;protein_704
GCF_016757555.1;protein_607,GCF_900478295.1;protein_903,GCF_021729605.1;protein_678,GCF_017821635.1;protein_842,GCF_016755675.1;protein_705
GCF_016757555.1;protein_608,GCF_900478295.1;protein_902,GCF_021729605.1;protein_677,GCF_017821635.1;protein_843,GCF_016755675.1;protein_706
GCF_016757555.1;protein_609,GCF_900478295.1;protein_901,GCF_021729605.1;protein_676,GCF_017821635.1;protein_844,GCF_016755675.1;protein_707
GCF_016757555.1;protein_61,GCF_900478295.1;protein_252,GCF_021729605.1;protein_61,GCF_017821635.1;protein_64,GCF_016755675.1;protein_61
GCF_016757555.1;protein_611,GCF_900478295.1;protein_899,GCF_021729605.1;protein_674,GCF_017821635.1;protein_846,GCF_016755675.1;protein_709
GCF_016757555.1;protein_612,GCF_900478295.1;protein_898,GCF_021729605.1;protein_673,GCF_017821635.1;protein_847,GCF_016755675.1;protein_710
GCF_016757555.1;protein_613,GCF_900478295.1;protein_897,GCF_021729605.1;protein_672,GCF_017821635.1;protein_848,GCF_016755675.1;protein_711
GCF_016757555.1;protein_615,GCF_900478295.1;protein_896,GCF_021729605.1;protein_604,GCF_017821635.1;protein_851,GCF_016755675.1;protein_713
GCF_016757555.1;protein_617,GCF_900478295.1;protein_894,GCF_021729605.1;protein_605,GCF_017821635.1;protein_853,GCF_016755675.1;protein_714
GCF_016757555.1;protein_618,GCF_900478295.1;protein_893,GCF_021729605.1;protein_606,GCF_017821635.1;protein_855,GCF_016755675.1;protein_715
GCF_016757555.1;protein_619,GCF_900478295.1;protein_892,GCF_021729605.1;protein_607,GCF_017821635.1;protein_856,GCF_016755675.1;protein_716
GCF_016757555.1;protein_62,GCF_900478295.1;protein_253,GCF_021729605.1;protein_62,GCF_017821635.1;protein_65,GCF_016755675.1;protein_62
GCF_016757555.1;protein_620,GCF_900478295.1;protein_891,GCF_021729605.1;protein_608,GCF_017821635.1;protein_857,GCF_016755675.1;protein_717
GCF_016757555.1;protein_621,GCF_900478295.1;protein_890,GCF_021729605.1;protein_609,GCF_017821635.1;protein_858,GCF_016755675.1;protein_718
GCF_016757555.1;protein_624,GCF_900478295.1;protein_885,GCF_021729605.1;protein_610,GCF_017821635.1;protein_860,GCF_016755675.1;protein_720
GCF_016757555.1;protein_625,GCF_900478295.1;protein_884,GCF_021729605.1;protein_611,GCF_017821635.1;protein_861,GCF_016755675.1;protein_721
GCF_016757555.1;protein_626,GCF_900478295.1;protein_883,GCF_021729605.1;protein_612,GCF_017821635.1;protein_862,GCF_016755675.1;protein_722
GCF_016757555.1;protein_627,GCF_900478295.1;protein_882,GCF_021729605.1;protein_613,GCF_017821635.1;protein_863,GCF_016755675.1;protein_723
GCF_016757555.1;protein_628,GCF_900478295.1;protein_881,GCF_021729605.1;protein_614,GCF_017821635.1;protein_864,GCF_016755675.1;protein_724
GCF_016757555.1;protein_629,GCF_900478295.1;protein_880,GCF_021729605.1;protein_615,GCF_017821635.1;protein_872,GCF_016755675.1;protein_725
GCF_016757555.1;protein_63,GCF_900478295.1;protein_254,GCF_021729605.1;protein_63,GCF_017821635.1;protein_66,GCF_016755675.1;protein_63
GCF_016757555.1;protein_630,GCF_900478295.1;protein_879,GCF_021729605.1;protein_616,GCF_017821635.1;protein_871,GCF_016755675.1;protein_726
GCF_016757555.1;protein_631,GCF_900478295.1;protein_878,GCF_021729605.1;protein_617,GCF_017821635.1;protein_870,GCF_016755675.1;protein_727
GCF_016757555.1;protein_632,GCF_900478295.1;protein_877,GCF_021729605.1;protein_618,GCF_017821635.1;protein_869,GCF_016755675.1;protein_728
GCF_016757555.1;protein_633,GCF_900478295.1;protein_876,GCF_021729605.1;protein_619,GCF_017821635.1;protein_868,GCF_016755675.1;protein_729
GCF_016757555.1;protein_634,GCF_900478295.1;protein_875,GCF_021729605.1;protein_620,GCF_017821635.1;protein_867,GCF_016755675.1;protein_730
GCF_016757555.1;protein_635,GCF_900478295.1;protein_874,GCF_021729605.1;protein_621,GCF_017821635.1;protein_866,GCF_016755675.1;protein_731
GCF_016757555.1;protein_636,GCF_900478295.1;protein_873,GCF_021729605.1;protein_622,GCF_017821635.1;protein_865,GCF_016755675.1;protein_732
GCF_016757555.1;protein_637,GCF_900478295.1;protein_872,GCF_021729605.1;protein_626,GCF_017821635.1;protein_875,GCF_016755675.1;protein_733
GCF_016757555.1;protein_638,GCF_900478295.1;protein_871,GCF_021729605.1;protein_627,GCF_017821635.1;protein_876,GCF_016755675.1;protein_734
GCF_016757555.1;protein_639,GCF_900478295.1;protein_870,GCF_021729605.1;protein_628,GCF_017821635.1;protein_877,GCF_016755675.1;protein_735
GCF_016757555.1;protein_64,GCF_900478295.1;protein_255,GCF_021729605.1;protein_64,GCF_017821635.1;protein_67,GCF_016755675.1;protein_64
GCF_016757555.1;protein_65,GCF_900478295.1;protein_256,GCF_021729605.1;protein_65,GCF_017821635.1;protein_68,GCF_016755675.1;protein_65
GCF_016757555.1;protein_66,GCF_900478295.1;protein_257,GCF_021729605.1;protein_66,GCF_017821635.1;protein_69,GCF_016755675.1;protein_66
GCF_016757555.1;protein_667,GCF_900478295.1;protein_859,GCF_021729605.1;protein_637,GCF_017821635.1;protein_887,GCF_016755675.1;protein_744
GCF_016757555.1;protein_67,GCF_900478295.1;protein_258,GCF_021729605.1;protein_67,GCF_017821635.1;protein_70,GCF_016755675.1;protein_67
GCF_016757555.1;protein_672,GCF_900478295.1;protein_852,GCF_021729605.1;protein_643,GCF_017821635.1;protein_892,GCF_016755675.1;protein_749
GCF_016757555.1;protein_673,GCF_900478295.1;protein_851,GCF_021729605.1;protein_644,GCF_017821635.1;protein_893,GCF_016755675.1;protein_750
GCF_016757555.1;protein_674,GCF_900478295.1;protein_850,GCF_021729605.1;protein_645,GCF_017821635.1;protein_894,GCF_016755675.1;protein_751
GCF_016757555.1;protein_675,GCF_900478295.1;protein_849,GCF_021729605.1;protein_646,GCF_017821635.1;protein_895,GCF_016755675.1;protein_752
GCF_016757555.1;protein_676,GCF_900478295.1;protein_848,GCF_021729605.1;protein_647,GCF_017821635.1;protein_896,GCF_016755675.1;protein_753
GCF_016757555.1;protein_677,GCF_900478295.1;protein_847,GCF_021729605.1;protein_648,GCF_017821635.1;protein_897,GCF_016755675.1;protein_754
GCF_016757555.1;protein_678,GCF_900478295.1;protein_846,GCF_021729605.1;protein_649,GCF_017821635.1;protein_898,GCF_016755675.1;protein_755
GCF_016757555.1;protein_679,GCF_900478295.1;protein_845,GCF_021729605.1;protein_650,GCF_017821635.1;protein_899,GCF_016755675.1;protein_756
GCF_016757555.1;protein_68,GCF_900478295.1;protein_259,GCF_021729605.1;protein_68,GCF_017821635.1;protein_71,GCF_016755675.1;protein_68
GCF_016757555.1;protein_680,GCF_900478295.1;protein_844,GCF_021729605.1;protein_651,GCF_017821635.1;protein_900,GCF_016755675.1;protein_757
GCF_016757555.1;protein_681,GCF_900478295.1;protein_843,GCF_021729605.1;protein_652,GCF_017821635.1;protein_901,GCF_016755675.1;protein_758
GCF_016757555.1;protein_682,GCF_900478295.1;protein_842,GCF_021729605.1;protein_653,GCF_017821635.1;protein_902,GCF_016755675.1;protein_759
GCF_016757555.1;protein_683,GCF_900478295.1;protein_841,GCF_021729605.1;protein_654,GCF_017821635.1;protein_903,GCF_016755675.1;protein_760
GCF_016757555.1;protein_684,GCF_900478295.1;protein_840,GCF_021729605.1;protein_655,GCF_017821635.1;protein_904,GCF_016755675.1;protein_761
GCF_016757555.1;protein_685,GCF_900478295.1;protein_839,GCF_021729605.1;protein_656,GCF_017821635.1;protein_905,GCF_016755675.1;protein_762
GCF_016757555.1;protein_686,GCF_900478295.1;protein_838,GCF_021729605.1;protein_657,GCF_017821635.1;protein_906,GCF_016755675.1;protein_763
GCF_016757555.1;protein_688,GCF_900478295.1;protein_836,GCF_021729605.1;protein_659,GCF_017821635.1;protein_908,GCF_016755675.1;protein_765
GCF_016757555.1;protein_689,GCF_900478295.1;protein_835,GCF_021729605.1;protein_660,GCF_017821635.1;protein_909,GCF_016755675.1;protein_766
GCF_016757555.1;protein_69,GCF_900478295.1;protein_260,GCF_021729605.1;protein_69,GCF_017821635.1;protein_72,GCF_016755675.1;protein_69
GCF_016757555.1;protein_690,GCF_900478295.1;protein_834,GCF_021729605.1;protein_661,GCF_017821635.1;protein_910,GCF_016755675.1;protein_767
GCF_016757555.1;protein_691,GCF_900478295.1;protein_833,GCF_021729605.1;protein_662,GCF_017821635.1;protein_911,GCF_016755675.1;protein_768
GCF_016757555.1;protein_692,GCF_900478295.1;protein_832,GCF_021729605.1;protein_663,GCF_017821635.1;protein_912,GCF_016755675.1;protein_769
GCF_016757555.1;protein_693,GCF_900478295.1;protein_831,GCF_021729605.1;protein_664,GCF_017821635.1;protein_913,GCF_016755675.1;protein_770
GCF_016757555.1;protein_694,GCF_900478295.1;protein_830,GCF_021729605.1;protein_665,GCF_017821635.1;protein_914,GCF_016755675.1;protein_771
GCF_016757555.1;protein_695,GCF_900478295.1;protein_829,GCF_021729605.1;protein_666,GCF_017821635.1;protein_915,GCF_016755675.1;protein_772
GCF_016757555.1;protein_696,GCF_900478295.1;protein_828,GCF_021729605.1;protein_667,GCF_017821635.1;protein_917,GCF_016755675.1;protein_773
GCF_016757555.1;protein_697,GCF_900478295.1;protein_825,GCF_021729605.1;protein_668,GCF_017821635.1;protein_920,GCF_016755675.1;protein_774
GCF_016757555.1;protein_698,GCF_900478295.1;protein_824,GCF_021729605.1;protein_669,GCF_017821635.1;protein_921,GCF_016755675.1;protein_775
GCF_016757555.1;protein_7,GCF_900478295.1;protein_194,GCF_021729605.1;protein_7,GCF_017821635.1;protein_7,GCF_016755675.1;protein_6
GCF_016757555.1;protein_70,GCF_900478295.1;protein_261,GCF_021729605.1;protein_70,GCF_017821635.1;protein_73,GCF_016755675.1;protein_70
GCF_016757555.1;protein_700,GCF_900478295.1;protein_822,GCF_021729605.1;protein_602,GCF_017821635.1;protein_923,GCF_016755675.1;protein_777
GCF_016757555.1;protein_701,GCF_900478295.1;protein_821,GCF_021729605.1;protein_601,GCF_017821635.1;protein_924,GCF_016755675.1;protein_778
GCF_016757555.1;protein_702,GCF_900478295.1;protein_820,GCF_021729605.1;protein_600,GCF_017821635.1;protein_925,GCF_016755675.1;protein_779
GCF_016757555.1;protein_703,GCF_900478295.1;protein_819,GCF_021729605.1;protein_599,GCF_017821635.1;protein_926,GCF_016755675.1;protein_780
GCF_016757555.1;protein_704,GCF_900478295.1;protein_818,GCF_021729605.1;protein_598,GCF_017821635.1;protein_927,GCF_016755675.1;protein_781
GCF_016757555.1;protein_705,GCF_900478295.1;protein_817,GCF_021729605.1;protein_597,GCF_017821635.1;protein_928,GCF_016755675.1;protein_782
GCF_016757555.1;protein_706,GCF_900478295.1;protein_816,GCF_021729605.1;protein_596,GCF_017821635.1;protein_929,GCF_016755675.1;protein_783
GCF_016757555.1;protein_707,GCF_900478295.1;protein_815,GCF_021729605.1;protein_595,GCF_017821635.1;protein_930,GCF_016755675.1;protein_784
GCF_016757555.1;protein_72,GCF_900478295.1;protein_263,GCF_021729605.1;protein_72,GCF_017821635.1;protein_76,GCF_016755675.1;protein_72
GCF_016757555.1;protein_73,GCF_900478295.1;protein_264,GCF_021729605.1;protein_73,GCF_017821635.1;protein_77,GCF_016755675.1;protein_73
GCF_016757555.1;protein_730,GCF_900478295.1;protein_813,GCF_021729605.1;protein_593,GCF_017821635.1;protein_932,GCF_016755675.1;protein_786
GCF_016757555.1;protein_731,GCF_900478295.1;protein_812,GCF_021729605.1;protein_592,GCF_017821635.1;protein_933,GCF_016755675.1;protein_787
GCF_016757555.1;protein_732,GCF_900478295.1;protein_811,GCF_021729605.1;protein_591,GCF_017821635.1;protein_934,GCF_016755675.1;protein_788
GCF_016757555.1;protein_733,GCF_900478295.1;protein_810,GCF_021729605.1;protein_590,GCF_017821635.1;protein_935,GCF_016755675.1;protein_789
GCF_016757555.1;protein_734,GCF_900478295.1;protein_809,GCF_021729605.1;protein_589,GCF_017821635.1;protein_936,GCF_016755675.1;protein_790
GCF_016757555.1;protein_735,GCF_900478295.1;protein_808,GCF_021729605.1;protein_588,GCF_017821635.1;protein_937,GCF_016755675.1;protein_791
GCF_016757555.1;protein_736,GCF_900478295.1;protein_807,GCF_021729605.1;protein_587,GCF_017821635.1;protein_938,GCF_016755675.1;protein_792
GCF_016757555.1;protein_737,GCF_900478295.1;protein_806,GCF_021729605.1;protein_586,GCF_017821635.1;protein_939,GCF_016755675.1;protein_793
GCF_016757555.1;protein_74,GCF_900478295.1;protein_265,GCF_021729605.1;protein_74,GCF_017821635.1;protein_78,GCF_016755675.1;protein_74
GCF_016757555.1;protein_740,GCF_900478295.1;protein_804,GCF_021729605.1;protein_582,GCF_017821635.1;protein_942,GCF_016755675.1;protein_795
GCF_016757555.1;protein_741,GCF_900478295.1;protein_803,GCF_021729605.1;protein_581,GCF_017821635.1;protein_943,GCF_016755675.1;protein_796
GCF_016757555.1;protein_742,GCF_900478295.1;protein_802,GCF_021729605.1;protein_580,GCF_017821635.1;protein_944,GCF_016755675.1;protein_797
GCF_016757555.1;protein_743,GCF_900478295.1;protein_801,GCF_021729605.1;protein_579,GCF_017821635.1;protein_945,GCF_016755675.1;protein_798
GCF_016757555.1;protein_744,GCF_900478295.1;protein_800,GCF_021729605.1;protein_578,GCF_017821635.1;protein_946,GCF_016755675.1;protein_799
GCF_016757555.1;protein_745,GCF_900478295.1;protein_799,GCF_021729605.1;protein_577,GCF_017821635.1;protein_947,GCF_016755675.1;protein_800
GCF_016757555.1;protein_749,GCF_900478295.1;protein_795,GCF_021729605.1;protein_573,GCF_017821635.1;protein_951,GCF_016755675.1;protein_804
GCF_016757555.1;protein_75,GCF_900478295.1;protein_266,GCF_021729605.1;protein_75,GCF_017821635.1;protein_79,GCF_016755675.1;protein_75
GCF_016757555.1;protein_750,GCF_900478295.1;protein_794,GCF_021729605.1;protein_572,GCF_017821635.1;protein_952,GCF_016755675.1;protein_805
GCF_016757555.1;protein_751,GCF_900478295.1;protein_793,GCF_021729605.1;protein_571,GCF_017821635.1;protein_953,GCF_016755675.1;protein_806
GCF_016757555.1;protein_752,GCF_900478295.1;protein_792,GCF_021729605.1;protein_570,GCF_017821635.1;protein_954,GCF_016755675.1;protein_807
GCF_016757555.1;protein_753,GCF_900478295.1;protein_791,GCF_021729605.1;protein_569,GCF_017821635.1;protein_955,GCF_016755675.1;protein_808
GCF_016757555.1;protein_754,GCF_900478295.1;protein_790,GCF_021729605.1;protein_568,GCF_017821635.1;protein_956,GCF_016755675.1;protein_809
GCF_016757555.1;protein_755,GCF_900478295.1;protein_789,GCF_021729605.1;protein_567,GCF_017821635.1;protein_957,GCF_016755675.1;protein_810
GCF_016757555.1;protein_756,GCF_900478295.1;protein_788,GCF_021729605.1;protein_566,GCF_017821635.1;protein_958,GCF_016755675.1;protein_811
GCF_016757555.1;protein_758,GCF_900478295.1;protein_786,GCF_021729605.1;protein_564,GCF_017821635.1;protein_960,GCF_016755675.1;protein_813
GCF_016757555.1;protein_759,GCF_900478295.1;protein_785,GCF_021729605.1;protein_563,GCF_017821635.1;protein_961,GCF_016755675.1;protein_814
GCF_016757555.1;protein_76,GCF_900478295.1;protein_267,GCF_021729605.1;protein_76,GCF_017821635.1;protein_80,GCF_016755675.1;protein_76
GCF_016757555.1;protein_760,GCF_900478295.1;protein_784,GCF_021729605.1;protein_562,GCF_017821635.1;protein_962,GCF_016755675.1;protein_815
GCF_016757555.1;protein_761,GCF_900478295.1;protein_783,GCF_021729605.1;protein_561,GCF_017821635.1;protein_963,GCF_016755675.1;protein_816
GCF_016757555.1;protein_762,GCF_900478295.1;protein_782,GCF_021729605.1;protein_560,GCF_017821635.1;protein_964,GCF_016755675.1;protein_817
GCF_016757555.1;protein_763,GCF_900478295.1;protein_781,GCF_021729605.1;protein_559,GCF_017821635.1;protein_965,GCF_016755675.1;protein_818
GCF_016757555.1;protein_764,GCF_900478295.1;protein_780,GCF_021729605.1;protein_558,GCF_017821635.1;protein_966,GCF_016755675.1;protein_819
GCF_016757555.1;protein_765,GCF_900478295.1;protein_779,GCF_021729605.1;protein_557,GCF_017821635.1;protein_967,GCF_016755675.1;protein_820
GCF_016757555.1;protein_766,GCF_900478295.1;protein_778,GCF_021729605.1;protein_556,GCF_017821635.1;protein_968,GCF_016755675.1;protein_821
GCF_016757555.1;protein_767,GCF_900478295.1;protein_777,GCF_021729605.1;protein_555,GCF_017821635.1;protein_969,GCF_016755675.1;protein_822
GCF_016757555.1;protein_768,GCF_900478295.1;protein_776,GCF_021729605.1;protein_554,GCF_017821635.1;protein_970,GCF_016755675.1;protein_823
GCF_016757555.1;protein_769,GCF_900478295.1;protein_775,GCF_021729605.1;protein_553,GCF_017821635.1;protein_971,GCF_016755675.1;protein_824
GCF_016757555.1;protein_77,GCF_900478295.1;protein_268,GCF_021729605.1;protein_77,GCF_017821635.1;protein_81,GCF_016755675.1;protein_77
GCF_016757555.1;protein_770,GCF_900478295.1;protein_774,GCF_021729605.1;protein_552,GCF_017821635.1;protein_972,GCF_016755675.1;protein_825
GCF_016757555.1;protein_771,GCF_900478295.1;protein_773,GCF_021729605.1;protein_551,GCF_017821635.1;protein_973,GCF_016755675.1;protein_826
GCF_016757555.1;protein_772,GCF_900478295.1;protein_772,GCF_021729605.1;protein_550,GCF_017821635.1;protein_974,GCF_016755675.1;protein_827
GCF_016757555.1;protein_773,GCF_900478295.1;protein_771,GCF_021729605.1;protein_549,GCF_017821635.1;protein_975,GCF_016755675.1;protein_828
GCF_016757555.1;protein_774,GCF_900478295.1;protein_770,GCF_021729605.1;protein_548,GCF_017821635.1;protein_976,GCF_016755675.1;protein_829
GCF_016757555.1;protein_775,GCF_900478295.1;protein_769,GCF_021729605.1;protein_547,GCF_017821635.1;protein_977,GCF_016755675.1;protein_830
GCF_016757555.1;protein_776,GCF_900478295.1;protein_768,GCF_021729605.1;protein_546,GCF_017821635.1;protein_978,GCF_016755675.1;protein_831
GCF_016757555.1;protein_777,GCF_900478295.1;protein_767,GCF_021729605.1;protein_545,GCF_017821635.1;protein_979,GCF_016755675.1;protein_832
GCF_016757555.1;protein_778,GCF_900478295.1;protein_766,GCF_021729605.1;protein_544,GCF_017821635.1;protein_980,GCF_016755675.1;protein_833
GCF_016757555.1;protein_779,GCF_900478295.1;protein_765,GCF_021729605.1;protein_543,GCF_017821635.1;protein_981,GCF_016755675.1;protein_834
GCF_016757555.1;protein_78,GCF_900478295.1;protein_269,GCF_021729605.1;protein_78,GCF_017821635.1;protein_82,GCF_016755675.1;protein_78
GCF_016757555.1;protein_780,GCF_900478295.1;protein_764,GCF_021729605.1;protein_542,GCF_017821635.1;protein_982,GCF_016755675.1;protein_835
GCF_016757555.1;protein_781,GCF_900478295.1;protein_763,GCF_021729605.1;protein_541,GCF_017821635.1;protein_983,GCF_016755675.1;protein_836
GCF_016757555.1;protein_782,GCF_900478295.1;protein_762,GCF_021729605.1;protein_540,GCF_017821635.1;protein_984,GCF_016755675.1;protein_837
GCF_016757555.1;protein_783,GCF_900478295.1;protein_761,GCF_021729605.1;protein_539,GCF_017821635.1;protein_985,GCF_016755675.1;protein_838
GCF_016757555.1;protein_784,GCF_900478295.1;protein_760,GCF_021729605.1;protein_538,GCF_017821635.1;protein_986,GCF_016755675.1;protein_839
GCF_016757555.1;protein_785,GCF_900478295.1;protein_759,GCF_021729605.1;protein_537,GCF_017821635.1;protein_987,GCF_016755675.1;protein_840
GCF_016757555.1;protein_786,GCF_900478295.1;protein_758,GCF_021729605.1;protein_536,GCF_017821635.1;protein_988,GCF_016755675.1;protein_841
GCF_016757555.1;protein_787,GCF_900478295.1;protein_757,GCF_021729605.1;protein_535,GCF_017821635.1;protein_989,GCF_016755675.1;protein_842
GCF_016757555.1;protein_788,GCF_900478295.1;protein_756,GCF_021729605.1;protein_534,GCF_017821635.1;protein_990,GCF_016755675.1;protein_843
GCF_016757555.1;protein_789,GCF_900478295.1;protein_755,GCF_021729605.1;protein_533,GCF_017821635.1;protein_991,GCF_016755675.1;protein_844
GCF_016757555.1;protein_79,GCF_900478295.1;protein_270,GCF_021729605.1;protein_79,GCF_017821635.1;protein_83,GCF_016755675.1;protein_79
GCF_016757555.1;protein_790,GCF_900478295.1;protein_754,GCF_021729605.1;protein_532,GCF_017821635.1;protein_992,GCF_016755675.1;protein_845
GCF_016757555.1;protein_791,GCF_900478295.1;protein_753,GCF_021729605.1;protein_531,GCF_017821635.1;protein_993,GCF_016755675.1;protein_846
