GCF_002953555.1,GCF_010917155.1,GCF_003050665.1,GCF_019974055.1,GCF_022923035.1,GCF_022925215.1,GCF_016748795.1,GCF_017821355.1,GCF_017821275.1,GCF_003636855.2,GCF_030323385.1,GCF_002952575.1,GCF_017821635.1,GCF_006337405.1,GCF_002952635.1,GCF_001653415.1,GCF_022923775.1,GCF_017821475.1,GCF_002906535.1,GCF_051131785.1,GCF_020735805.1,GCF_013122035.1,GCF_002906555.1,GCF_030323485.1,GCF_030062605.1,GCF_022921575.1,GCF_022925945.1,GCF_017821595.1,GCF_002951975.1,GCF_006337745.1
GCF_002953555.1;protein_1452,GCF_010917155.1;protein_885,GCF_003050665.1;protein_843,GCF_019974055.1;protein_94,GCF_022923035.1;protein_68,GCF_022925215.1;protein_51,GCF_016748795.1;protein_1468,GCF_017821355.1;protein_1416,GCF_017821275.1;protein_1410,GCF_003636855.2;protein_335,GCF_030323385.1;protein_53,GCF_002952575.1;protein_54,GCF_017821635.1;protein_1406,GCF_006337405.1;protein_53,GCF_002952635.1;protein_54,GCF_001653415.1;protein_1431,GCF_022923775.1;protein_52,GCF_017821475.1;protein_1403,GCF_002906535.1;protein_1446,GCF_051131785.1;protein_51,GCF_020735805.1;protein_440,GCF_013122035.1;protein_52,GCF_002906555.1;protein_1446,GCF_030323485.1;protein_1499,GCF_030062605.1;protein_36,GCF_022921575.1;protein_54,GCF_022925945.1;protein_85,GCF_017821595.1;protein_1432,GCF_002951975.1;protein_54,GCF_006337745.1;protein_51
GCF_002953555.1;protein_1453,GCF_010917155.1;protein_886,GCF_003050665.1;protein_842,GCF_019974055.1;protein_93,GCF_022923035.1;protein_67,GCF_022925215.1;protein_50,GCF_016748795.1;protein_1467,GCF_017821355.1;protein_1415,GCF_017821275.1;protein_1409,GCF_003636855.2;protein_336,GCF_030323385.1;protein_52,GCF_002952575.1;protein_53,GCF_017821635.1;protein_1405,GCF_006337405.1;protein_52,GCF_002952635.1;protein_53,GCF_001653415.1;protein_1430,GCF_022923775.1;protein_51,GCF_017821475.1;protein_1402,GCF_002906535.1;protein_1447,GCF_051131785.1;protein_50,GCF_020735805.1;protein_441,GCF_013122035.1;protein_51,GCF_002906555.1;protein_1447,GCF_030323485.1;protein_1500,GCF_030062605.1;protein_37,GCF_022921575.1;protein_53,GCF_022925945.1;protein_84,GCF_017821595.1;protein_1431,GCF_002951975.1;protein_53,GCF_006337745.1;protein_50
GCF_002953555.1;protein_1454,GCF_010917155.1;protein_887,GCF_003050665.1;protein_841,GCF_019974055.1;protein_92,GCF_022923035.1;protein_66,GCF_022925215.1;protein_49,GCF_016748795.1;protein_1466,GCF_017821355.1;protein_1414,GCF_017821275.1;protein_1408,GCF_003636855.2;protein_337,GCF_030323385.1;protein_51,GCF_002952575.1;protein_52,GCF_017821635.1;protein_1404,GCF_006337405.1;protein_51,GCF_002952635.1;protein_52,GCF_001653415.1;protein_1429,GCF_022923775.1;protein_50,GCF_017821475.1;protein_1401,GCF_002906535.1;protein_1448,GCF_051131785.1;protein_49,GCF_020735805.1;protein_442,GCF_013122035.1;protein_50,GCF_002906555.1;protein_1448,GCF_030323485.1;protein_1501,GCF_030062605.1;protein_38,GCF_022921575.1;protein_52,GCF_022925945.1;protein_83,GCF_017821595.1;protein_1430,GCF_002951975.1;protein_52,GCF_006337745.1;protein_49
GCF_002953555.1;protein_1455,GCF_010917155.1;protein_888,GCF_003050665.1;protein_840,GCF_019974055.1;protein_91,GCF_022923035.1;protein_65,GCF_022925215.1;protein_48,GCF_016748795.1;protein_1465,GCF_017821355.1;protein_1413,GCF_017821275.1;protein_1407,GCF_003636855.2;protein_338,GCF_030323385.1;protein_50,GCF_002952575.1;protein_51,GCF_017821635.1;protein_1403,GCF_006337405.1;protein_50,GCF_002952635.1;protein_51,GCF_001653415.1;protein_1428,GCF_022923775.1;protein_49,GCF_017821475.1;protein_1400,GCF_002906535.1;protein_1449,GCF_051131785.1;protein_48,GCF_020735805.1;protein_443,GCF_013122035.1;protein_49,GCF_002906555.1;protein_1449,GCF_030323485.1;protein_1502,GCF_030062605.1;protein_39,GCF_022921575.1;protein_51,GCF_022925945.1;protein_82,GCF_017821595.1;protein_1429,GCF_002951975.1;protein_51,GCF_006337745.1;protein_48
GCF_002953555.1;protein_1456,GCF_010917155.1;protein_889,GCF_003050665.1;protein_839,GCF_019974055.1;protein_90,GCF_022923035.1;protein_64,GCF_022925215.1;protein_47,GCF_016748795.1;protein_1464,GCF_017821355.1;protein_1412,GCF_017821275.1;protein_1406,GCF_003636855.2;protein_339,GCF_030323385.1;protein_49,GCF_002952575.1;protein_50,GCF_017821635.1;protein_1402,GCF_006337405.1;protein_49,GCF_002952635.1;protein_50,GCF_001653415.1;protein_1427,GCF_022923775.1;protein_48,GCF_017821475.1;protein_1399,GCF_002906535.1;protein_1450,GCF_051131785.1;protein_47,GCF_020735805.1;protein_444,GCF_013122035.1;protein_48,GCF_002906555.1;protein_1450,GCF_030323485.1;protein_1503,GCF_030062605.1;protein_40,GCF_022921575.1;protein_50,GCF_022925945.1;protein_81,GCF_017821595.1;protein_1428,GCF_002951975.1;protein_50,GCF_006337745.1;protein_47
GCF_002953555.1;protein_1457,GCF_010917155.1;protein_890,GCF_003050665.1;protein_838,GCF_019974055.1;protein_89,GCF_022923035.1;protein_63,GCF_022925215.1;protein_46,GCF_016748795.1;protein_1463,GCF_017821355.1;protein_1411,GCF_017821275.1;protein_1405,GCF_003636855.2;protein_340,GCF_030323385.1;protein_48,GCF_002952575.1;protein_49,GCF_017821635.1;protein_1401,GCF_006337405.1;protein_48,GCF_002952635.1;protein_49,GCF_001653415.1;protein_1426,GCF_022923775.1;protein_47,GCF_017821475.1;protein_1398,GCF_002906535.1;protein_1451,GCF_051131785.1;protein_46,GCF_020735805.1;protein_445,GCF_013122035.1;protein_47,GCF_002906555.1;protein_1451,GCF_030323485.1;protein_1504,GCF_030062605.1;protein_41,GCF_022921575.1;protein_49,GCF_022925945.1;protein_80,GCF_017821595.1;protein_1427,GCF_002951975.1;protein_49,GCF_006337745.1;protein_46
GCF_002953555.1;protein_1458,GCF_010917155.1;protein_891,GCF_003050665.1;protein_837,GCF_019974055.1;protein_88,GCF_022923035.1;protein_62,GCF_022925215.1;protein_45,GCF_016748795.1;protein_1462,GCF_017821355.1;protein_1410,GCF_017821275.1;protein_1404,GCF_003636855.2;protein_341,GCF_030323385.1;protein_47,GCF_002952575.1;protein_48,GCF_017821635.1;protein_1400,GCF_006337405.1;protein_47,GCF_002952635.1;protein_48,GCF_001653415.1;protein_1425,GCF_022923775.1;protein_46,GCF_017821475.1;protein_1397,GCF_002906535.1;protein_1452,GCF_051131785.1;protein_45,GCF_020735805.1;protein_446,GCF_013122035.1;protein_46,GCF_002906555.1;protein_1452,GCF_030323485.1;protein_1505,GCF_030062605.1;protein_42,GCF_022921575.1;protein_48,GCF_022925945.1;protein_79,GCF_017821595.1;protein_1426,GCF_002951975.1;protein_48,GCF_006337745.1;protein_45
GCF_002953555.1;protein_1459,GCF_010917155.1;protein_892,GCF_003050665.1;protein_836,GCF_019974055.1;protein_87,GCF_022923035.1;protein_61,GCF_022925215.1;protein_44,GCF_016748795.1;protein_1461,GCF_017821355.1;protein_1409,GCF_017821275.1;protein_1403,GCF_003636855.2;protein_342,GCF_030323385.1;protein_46,GCF_002952575.1;protein_47,GCF_017821635.1;protein_1399,GCF_006337405.1;protein_46,GCF_002952635.1;protein_47,GCF_001653415.1;protein_1424,GCF_022923775.1;protein_45,GCF_017821475.1;protein_1396,GCF_002906535.1;protein_1453,GCF_051131785.1;protein_44,GCF_020735805.1;protein_447,GCF_013122035.1;protein_45,GCF_002906555.1;protein_1453,GCF_030323485.1;protein_1506,GCF_030062605.1;protein_43,GCF_022921575.1;protein_47,GCF_022925945.1;protein_78,GCF_017821595.1;protein_1425,GCF_002951975.1;protein_47,GCF_006337745.1;protein_44
GCF_002953555.1;protein_146,GCF_010917155.1;protein_74,GCF_003050665.1;protein_1123,GCF_019974055.1;protein_330,GCF_022923035.1;protein_1240,GCF_022925215.1;protein_1232,GCF_016748795.1;protein_145,GCF_017821355.1;protein_144,GCF_017821275.1;protein_143,GCF_003636855.2;protein_97,GCF_030323385.1;protein_297,GCF_002952575.1;protein_1293,GCF_017821635.1;protein_145,GCF_006337405.1;protein_1332,GCF_002952635.1;protein_1298,GCF_001653415.1;protein_199,GCF_022923775.1;protein_1299,GCF_017821475.1;protein_143,GCF_002906535.1;protein_145,GCF_051131785.1;protein_1303,GCF_020735805.1;protein_715,GCF_013122035.1;protein_325,GCF_002906555.1;protein_145,GCF_030323485.1;protein_1259,GCF_030062605.1;protein_566,GCF_022921575.1;protein_1270,GCF_022925945.1;protein_1278,GCF_017821595.1;protein_144,GCF_002951975.1;protein_1294,GCF_006337745.1;protein_1347
GCF_002953555.1;protein_1460,GCF_010917155.1;protein_893,GCF_003050665.1;protein_835,GCF_019974055.1;protein_86,GCF_022923035.1;protein_60,GCF_022925215.1;protein_43,GCF_016748795.1;protein_1460,GCF_017821355.1;protein_1408,GCF_017821275.1;protein_1402,GCF_003636855.2;protein_343,GCF_030323385.1;protein_45,GCF_002952575.1;protein_46,GCF_017821635.1;protein_1398,GCF_006337405.1;protein_45,GCF_002952635.1;protein_46,GCF_001653415.1;protein_1423,GCF_022923775.1;protein_44,GCF_017821475.1;protein_1395,GCF_002906535.1;protein_1454,GCF_051131785.1;protein_43,GCF_020735805.1;protein_448,GCF_013122035.1;protein_44,GCF_002906555.1;protein_1454,GCF_030323485.1;protein_1507,GCF_030062605.1;protein_44,GCF_022921575.1;protein_46,GCF_022925945.1;protein_77,GCF_017821595.1;protein_1424,GCF_002951975.1;protein_46,GCF_006337745.1;protein_43
GCF_002953555.1;protein_1461,GCF_010917155.1;protein_894,GCF_003050665.1;protein_834,GCF_019974055.1;protein_85,GCF_022923035.1;protein_59,GCF_022925215.1;protein_42,GCF_016748795.1;protein_1459,GCF_017821355.1;protein_1407,GCF_017821275.1;protein_1401,GCF_003636855.2;protein_344,GCF_030323385.1;protein_44,GCF_002952575.1;protein_45,GCF_017821635.1;protein_1397,GCF_006337405.1;protein_44,GCF_002952635.1;protein_45,GCF_001653415.1;protein_1422,GCF_022923775.1;protein_43,GCF_017821475.1;protein_1394,GCF_002906535.1;protein_1455,GCF_051131785.1;protein_42,GCF_020735805.1;protein_449,GCF_013122035.1;protein_43,GCF_002906555.1;protein_1455,GCF_030323485.1;protein_1508,GCF_030062605.1;protein_45,GCF_022921575.1;protein_45,GCF_022925945.1;protein_76,GCF_017821595.1;protein_1423,GCF_002951975.1;protein_45,GCF_006337745.1;protein_42
GCF_002953555.1;protein_1462,GCF_010917155.1;protein_895,GCF_003050665.1;protein_833,GCF_019974055.1;protein_84,GCF_022923035.1;protein_58,GCF_022925215.1;protein_41,GCF_016748795.1;protein_1458,GCF_017821355.1;protein_1406,GCF_017821275.1;protein_1400,GCF_003636855.2;protein_345,GCF_030323385.1;protein_43,GCF_002952575.1;protein_44,GCF_017821635.1;protein_1396,GCF_006337405.1;protein_43,GCF_002952635.1;protein_44,GCF_001653415.1;protein_1421,GCF_022923775.1;protein_42,GCF_017821475.1;protein_1393,GCF_002906535.1;protein_1456,GCF_051131785.1;protein_41,GCF_020735805.1;protein_450,GCF_013122035.1;protein_42,GCF_002906555.1;protein_1456,GCF_030323485.1;protein_1509,GCF_030062605.1;protein_46,GCF_022921575.1;protein_44,GCF_022925945.1;protein_75,GCF_017821595.1;protein_1422,GCF_002951975.1;protein_44,GCF_006337745.1;protein_41
GCF_002953555.1;protein_1463,GCF_010917155.1;protein_896,GCF_003050665.1;protein_832,GCF_019974055.1;protein_83,GCF_022923035.1;protein_57,GCF_022925215.1;protein_40,GCF_016748795.1;protein_1457,GCF_017821355.1;protein_1405,GCF_017821275.1;protein_1399,GCF_003636855.2;protein_346,GCF_030323385.1;protein_42,GCF_002952575.1;protein_43,GCF_017821635.1;protein_1395,GCF_006337405.1;protein_42,GCF_002952635.1;protein_43,GCF_001653415.1;protein_1420,GCF_022923775.1;protein_41,GCF_017821475.1;protein_1392,GCF_002906535.1;protein_1457,GCF_051131785.1;protein_40,GCF_020735805.1;protein_451,GCF_013122035.1;protein_41,GCF_002906555.1;protein_1457,GCF_030323485.1;protein_1510,GCF_030062605.1;protein_47,GCF_022921575.1;protein_43,GCF_022925945.1;protein_74,GCF_017821595.1;protein_1421,GCF_002951975.1;protein_43,GCF_006337745.1;protein_40
GCF_002953555.1;protein_1464,GCF_010917155.1;protein_897,GCF_003050665.1;protein_831,GCF_019974055.1;protein_82,GCF_022923035.1;protein_56,GCF_022925215.1;protein_39,GCF_016748795.1;protein_1456,GCF_017821355.1;protein_1404,GCF_017821275.1;protein_1398,GCF_003636855.2;protein_347,GCF_030323385.1;protein_41,GCF_002952575.1;protein_42,GCF_017821635.1;protein_1394,GCF_006337405.1;protein_41,GCF_002952635.1;protein_42,GCF_001653415.1;protein_1419,GCF_022923775.1;protein_40,GCF_017821475.1;protein_1391,GCF_002906535.1;protein_1458,GCF_051131785.1;protein_39,GCF_020735805.1;protein_452,GCF_013122035.1;protein_40,GCF_002906555.1;protein_1458,GCF_030323485.1;protein_1511,GCF_030062605.1;protein_48,GCF_022921575.1;protein_42,GCF_022925945.1;protein_73,GCF_017821595.1;protein_1420,GCF_002951975.1;protein_42,GCF_006337745.1;protein_39
GCF_002953555.1;protein_1465,GCF_010917155.1;protein_898,GCF_003050665.1;protein_830,GCF_019974055.1;protein_81,GCF_022923035.1;protein_55,GCF_022925215.1;protein_38,GCF_016748795.1;protein_1455,GCF_017821355.1;protein_1403,GCF_017821275.1;protein_1397,GCF_003636855.2;protein_348,GCF_030323385.1;protein_40,GCF_002952575.1;protein_41,GCF_017821635.1;protein_1393,GCF_006337405.1;protein_40,GCF_002952635.1;protein_41,GCF_001653415.1;protein_1418,GCF_022923775.1;protein_39,GCF_017821475.1;protein_1390,GCF_002906535.1;protein_1459,GCF_051131785.1;protein_38,GCF_020735805.1;protein_453,GCF_013122035.1;protein_39,GCF_002906555.1;protein_1459,GCF_030323485.1;protein_1512,GCF_030062605.1;protein_49,GCF_022921575.1;protein_41,GCF_022925945.1;protein_72,GCF_017821595.1;protein_1419,GCF_002951975.1;protein_41,GCF_006337745.1;protein_38
GCF_002953555.1;protein_1466,GCF_010917155.1;protein_899,GCF_003050665.1;protein_829,GCF_019974055.1;protein_80,GCF_022923035.1;protein_54,GCF_022925215.1;protein_37,GCF_016748795.1;protein_1454,GCF_017821355.1;protein_1402,GCF_017821275.1;protein_1396,GCF_003636855.2;protein_349,GCF_030323385.1;protein_39,GCF_002952575.1;protein_40,GCF_017821635.1;protein_1392,GCF_006337405.1;protein_39,GCF_002952635.1;protein_40,GCF_001653415.1;protein_1417,GCF_022923775.1;protein_38,GCF_017821475.1;protein_1389,GCF_002906535.1;protein_1460,GCF_051131785.1;protein_37,GCF_020735805.1;protein_454,GCF_013122035.1;protein_38,GCF_002906555.1;protein_1460,GCF_030323485.1;protein_1513,GCF_030062605.1;protein_50,GCF_022921575.1;protein_40,GCF_022925945.1;protein_71,GCF_017821595.1;protein_1418,GCF_002951975.1;protein_40,GCF_006337745.1;protein_37
GCF_002953555.1;protein_1467,GCF_010917155.1;protein_900,GCF_003050665.1;protein_828,GCF_019974055.1;protein_79,GCF_022923035.1;protein_53,GCF_022925215.1;protein_36,GCF_016748795.1;protein_1453,GCF_017821355.1;protein_1401,GCF_017821275.1;protein_1395,GCF_003636855.2;protein_350,GCF_030323385.1;protein_38,GCF_002952575.1;protein_39,GCF_017821635.1;protein_1391,GCF_006337405.1;protein_38,GCF_002952635.1;protein_39,GCF_001653415.1;protein_1416,GCF_022923775.1;protein_37,GCF_017821475.1;protein_1388,GCF_002906535.1;protein_1461,GCF_051131785.1;protein_36,GCF_020735805.1;protein_455,GCF_013122035.1;protein_37,GCF_002906555.1;protein_1461,GCF_030323485.1;protein_1514,GCF_030062605.1;protein_51,GCF_022921575.1;protein_39,GCF_022925945.1;protein_70,GCF_017821595.1;protein_1417,GCF_002951975.1;protein_39,GCF_006337745.1;protein_36
GCF_002953555.1;protein_1468,GCF_010917155.1;protein_901,GCF_003050665.1;protein_827,GCF_019974055.1;protein_78,GCF_022923035.1;protein_52,GCF_022925215.1;protein_35,GCF_016748795.1;protein_1452,GCF_017821355.1;protein_1400,GCF_017821275.1;protein_1394,GCF_003636855.2;protein_351,GCF_030323385.1;protein_37,GCF_002952575.1;protein_38,GCF_017821635.1;protein_1390,GCF_006337405.1;protein_37,GCF_002952635.1;protein_38,GCF_001653415.1;protein_1415,GCF_022923775.1;protein_36,GCF_017821475.1;protein_1387,GCF_002906535.1;protein_1462,GCF_051131785.1;protein_35,GCF_020735805.1;protein_456,GCF_013122035.1;protein_36,GCF_002906555.1;protein_1462,GCF_030323485.1;protein_1515,GCF_030062605.1;protein_52,GCF_022921575.1;protein_38,GCF_022925945.1;protein_69,GCF_017821595.1;protein_1416,GCF_002951975.1;protein_38,GCF_006337745.1;protein_35
GCF_002953555.1;protein_1469,GCF_010917155.1;protein_902,GCF_003050665.1;protein_826,GCF_019974055.1;protein_77,GCF_022923035.1;protein_51,GCF_022925215.1;protein_34,GCF_016748795.1;protein_1451,GCF_017821355.1;protein_1399,GCF_017821275.1;protein_1393,GCF_003636855.2;protein_352,GCF_030323385.1;protein_36,GCF_002952575.1;protein_37,GCF_017821635.1;protein_1389,GCF_006337405.1;protein_36,GCF_002952635.1;protein_37,GCF_001653415.1;protein_1414,GCF_022923775.1;protein_35,GCF_017821475.1;protein_1386,GCF_002906535.1;protein_1463,GCF_051131785.1;protein_34,GCF_020735805.1;protein_457,GCF_013122035.1;protein_35,GCF_002906555.1;protein_1463,GCF_030323485.1;protein_1516,GCF_030062605.1;protein_53,GCF_022921575.1;protein_37,GCF_022925945.1;protein_68,GCF_017821595.1;protein_1415,GCF_002951975.1;protein_37,GCF_006337745.1;protein_34
GCF_002953555.1;protein_147,GCF_010917155.1;protein_73,GCF_003050665.1;protein_1124,GCF_019974055.1;protein_331,GCF_022923035.1;protein_1239,GCF_022925215.1;protein_1231,GCF_016748795.1;protein_146,GCF_017821355.1;protein_145,GCF_017821275.1;protein_144,GCF_003636855.2;protein_96,GCF_030323385.1;protein_298,GCF_002952575.1;protein_1292,GCF_017821635.1;protein_146,GCF_006337405.1;protein_1331,GCF_002952635.1;protein_1297,GCF_001653415.1;protein_200,GCF_022923775.1;protein_1298,GCF_017821475.1;protein_144,GCF_002906535.1;protein_146,GCF_051131785.1;protein_1302,GCF_020735805.1;protein_716,GCF_013122035.1;protein_326,GCF_002906555.1;protein_146,GCF_030323485.1;protein_1258,GCF_030062605.1;protein_565,GCF_022921575.1;protein_1269,GCF_022925945.1;protein_1277,GCF_017821595.1;protein_145,GCF_002951975.1;protein_1293,GCF_006337745.1;protein_1346
GCF_002953555.1;protein_1470,GCF_010917155.1;protein_903,GCF_003050665.1;protein_825,GCF_019974055.1;protein_66,GCF_022923035.1;protein_50,GCF_022925215.1;protein_33,GCF_016748795.1;protein_1450,GCF_017821355.1;protein_1398,GCF_017821275.1;protein_1392,GCF_003636855.2;protein_353,GCF_030323385.1;protein_35,GCF_002952575.1;protein_36,GCF_017821635.1;protein_1388,GCF_006337405.1;protein_35,GCF_002952635.1;protein_36,GCF_001653415.1;protein_1413,GCF_022923775.1;protein_34,GCF_017821475.1;protein_1385,GCF_002906535.1;protein_1464,GCF_051131785.1;protein_33,GCF_020735805.1;protein_458,GCF_013122035.1;protein_34,GCF_002906555.1;protein_1464,GCF_030323485.1;protein_1517,GCF_030062605.1;protein_54,GCF_022921575.1;protein_36,GCF_022925945.1;protein_67,GCF_017821595.1;protein_1414,GCF_002951975.1;protein_36,GCF_006337745.1;protein_33
GCF_002953555.1;protein_1471,GCF_010917155.1;protein_904,GCF_003050665.1;protein_824,GCF_019974055.1;protein_67,GCF_022923035.1;protein_49,GCF_022925215.1;protein_32,GCF_016748795.1;protein_1449,GCF_017821355.1;protein_1397,GCF_017821275.1;protein_1391,GCF_003636855.2;protein_354,GCF_030323385.1;protein_34,GCF_002952575.1;protein_35,GCF_017821635.1;protein_1387,GCF_006337405.1;protein_34,GCF_002952635.1;protein_35,GCF_001653415.1;protein_1412,GCF_022923775.1;protein_33,GCF_017821475.1;protein_1384,GCF_002906535.1;protein_1465,GCF_051131785.1;protein_32,GCF_020735805.1;protein_459,GCF_013122035.1;protein_33,GCF_002906555.1;protein_1465,GCF_030323485.1;protein_1518,GCF_030062605.1;protein_55,GCF_022921575.1;protein_35,GCF_022925945.1;protein_66,GCF_017821595.1;protein_1413,GCF_002951975.1;protein_35,GCF_006337745.1;protein_32
GCF_002953555.1;protein_1472,GCF_010917155.1;protein_905,GCF_003050665.1;protein_823,GCF_019974055.1;protein_68,GCF_022923035.1;protein_48,GCF_022925215.1;protein_31,GCF_016748795.1;protein_1448,GCF_017821355.1;protein_1396,GCF_017821275.1;protein_1390,GCF_003636855.2;protein_355,GCF_030323385.1;protein_33,GCF_002952575.1;protein_34,GCF_017821635.1;protein_1386,GCF_006337405.1;protein_33,GCF_002952635.1;protein_34,GCF_001653415.1;protein_1411,GCF_022923775.1;protein_32,GCF_017821475.1;protein_1383,GCF_002906535.1;protein_1466,GCF_051131785.1;protein_31,GCF_020735805.1;protein_460,GCF_013122035.1;protein_32,GCF_002906555.1;protein_1466,GCF_030323485.1;protein_1519,GCF_030062605.1;protein_56,GCF_022921575.1;protein_34,GCF_022925945.1;protein_65,GCF_017821595.1;protein_1412,GCF_002951975.1;protein_34,GCF_006337745.1;protein_31
GCF_002953555.1;protein_1473,GCF_010917155.1;protein_906,GCF_003050665.1;protein_822,GCF_019974055.1;protein_69,GCF_022923035.1;protein_47,GCF_022925215.1;protein_30,GCF_016748795.1;protein_1447,GCF_017821355.1;protein_1395,GCF_017821275.1;protein_1389,GCF_003636855.2;protein_356,GCF_030323385.1;protein_32,GCF_002952575.1;protein_33,GCF_017821635.1;protein_1385,GCF_006337405.1;protein_32,GCF_002952635.1;protein_33,GCF_001653415.1;protein_1410,GCF_022923775.1;protein_31,GCF_017821475.1;protein_1382,GCF_002906535.1;protein_1467,GCF_051131785.1;protein_30,GCF_020735805.1;protein_461,GCF_013122035.1;protein_31,GCF_002906555.1;protein_1467,GCF_030323485.1;protein_1520,GCF_030062605.1;protein_57,GCF_022921575.1;protein_33,GCF_022925945.1;protein_64,GCF_017821595.1;protein_1411,GCF_002951975.1;protein_33,GCF_006337745.1;protein_30
GCF_002953555.1;protein_1474,GCF_010917155.1;protein_907,GCF_003050665.1;protein_821,GCF_019974055.1;protein_70,GCF_022923035.1;protein_46,GCF_022925215.1;protein_29,GCF_016748795.1;protein_1446,GCF_017821355.1;protein_1394,GCF_017821275.1;protein_1388,GCF_003636855.2;protein_357,GCF_030323385.1;protein_31,GCF_002952575.1;protein_32,GCF_017821635.1;protein_1384,GCF_006337405.1;protein_31,GCF_002952635.1;protein_32,GCF_001653415.1;protein_1409,GCF_022923775.1;protein_30,GCF_017821475.1;protein_1381,GCF_002906535.1;protein_1468,GCF_051131785.1;protein_29,GCF_020735805.1;protein_462,GCF_013122035.1;protein_30,GCF_002906555.1;protein_1468,GCF_030323485.1;protein_1521,GCF_030062605.1;protein_58,GCF_022921575.1;protein_32,GCF_022925945.1;protein_63,GCF_017821595.1;protein_1410,GCF_002951975.1;protein_32,GCF_006337745.1;protein_29
