GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_1307,GCF_020735805.1;protein_37,GCF_021184145.1;protein_417,GCF_017821655.1;protein_995,GCF_016757555.1;protein_999,GCF_006337485.1;protein_456,GCF_006337745.1;protein_1109,GCF_030323385.1;protein_1158,GCF_002952455.1;protein_409,GCF_002952675.1;protein_410
GCF_000685705.1;protein_1308,GCF_020735805.1;protein_38,GCF_021184145.1;protein_418,GCF_017821655.1;protein_996,GCF_016757555.1;protein_1000,GCF_006337485.1;protein_455,GCF_006337745.1;protein_1110,GCF_030323385.1;protein_1159,GCF_002952455.1;protein_408,GCF_002952675.1;protein_409
GCF_000685705.1;protein_1309,GCF_020735805.1;protein_39,GCF_021184145.1;protein_419,GCF_017821655.1;protein_997,GCF_016757555.1;protein_1001,GCF_006337485.1;protein_454,GCF_006337745.1;protein_1111,GCF_030323385.1;protein_1160,GCF_002952455.1;protein_407,GCF_002952675.1;protein_408
GCF_000685705.1;protein_131,GCF_020735805.1;protein_186,GCF_021184145.1;protein_568,GCF_017821655.1;protein_1147,GCF_016757555.1;protein_1148,GCF_006337485.1;protein_308,GCF_006337745.1;protein_326,GCF_030323385.1;protein_1314,GCF_002952455.1;protein_262,GCF_002952675.1;protein_263
GCF_000685705.1;protein_1310,GCF_020735805.1;protein_40,GCF_021184145.1;protein_420,GCF_017821655.1;protein_998,GCF_016757555.1;protein_1002,GCF_006337485.1;protein_453,GCF_006337745.1;protein_1112,GCF_030323385.1;protein_1161,GCF_002952455.1;protein_406,GCF_002952675.1;protein_407
GCF_000685705.1;protein_1311,GCF_020735805.1;protein_41,GCF_021184145.1;protein_421,GCF_017821655.1;protein_999,GCF_016757555.1;protein_1003,GCF_006337485.1;protein_452,GCF_006337745.1;protein_1113,GCF_030323385.1;protein_1162,GCF_002952455.1;protein_405,GCF_002952675.1;protein_406
GCF_000685705.1;protein_1312,GCF_020735805.1;protein_42,GCF_021184145.1;protein_422,GCF_017821655.1;protein_1000,GCF_016757555.1;protein_1004,GCF_006337485.1;protein_451,GCF_006337745.1;protein_1114,GCF_030323385.1;protein_1163,GCF_002952455.1;protein_404,GCF_002952675.1;protein_405
GCF_000685705.1;protein_1313,GCF_020735805.1;protein_43,GCF_021184145.1;protein_423,GCF_017821655.1;protein_1001,GCF_016757555.1;protein_1005,GCF_006337485.1;protein_450,GCF_006337745.1;protein_1115,GCF_030323385.1;protein_1164,GCF_002952455.1;protein_403,GCF_002952675.1;protein_404
GCF_000685705.1;protein_1314,GCF_020735805.1;protein_44,GCF_021184145.1;protein_424,GCF_017821655.1;protein_1002,GCF_016757555.1;protein_1006,GCF_006337485.1;protein_449,GCF_006337745.1;protein_1116,GCF_030323385.1;protein_1165,GCF_002952455.1;protein_402,GCF_002952675.1;protein_403
GCF_000685705.1;protein_1315,GCF_020735805.1;protein_45,GCF_021184145.1;protein_425,GCF_017821655.1;protein_1003,GCF_016757555.1;protein_1007,GCF_006337485.1;protein_448,GCF_006337745.1;protein_1117,GCF_030323385.1;protein_1166,GCF_002952455.1;protein_401,GCF_002952675.1;protein_402
GCF_000685705.1;protein_1316,GCF_020735805.1;protein_46,GCF_021184145.1;protein_426,GCF_017821655.1;protein_1004,GCF_016757555.1;protein_1008,GCF_006337485.1;protein_447,GCF_006337745.1;protein_1118,GCF_030323385.1;protein_1167,GCF_002952455.1;protein_400,GCF_002952675.1;protein_401
GCF_000685705.1;protein_1317,GCF_020735805.1;protein_47,GCF_021184145.1;protein_427,GCF_017821655.1;protein_1005,GCF_016757555.1;protein_1009,GCF_006337485.1;protein_446,GCF_006337745.1;protein_1119,GCF_030323385.1;protein_1168,GCF_002952455.1;protein_399,GCF_002952675.1;protein_400
GCF_000685705.1;protein_1318,GCF_020735805.1;protein_48,GCF_021184145.1;protein_428,GCF_017821655.1;protein_1006,GCF_016757555.1;protein_1010,GCF_006337485.1;protein_445,GCF_006337745.1;protein_1120,GCF_030323385.1;protein_1169,GCF_002952455.1;protein_398,GCF_002952675.1;protein_399
GCF_000685705.1;protein_1319,GCF_020735805.1;protein_49,GCF_021184145.1;protein_429,GCF_017821655.1;protein_1007,GCF_016757555.1;protein_1011,GCF_006337485.1;protein_444,GCF_006337745.1;protein_1121,GCF_030323385.1;protein_1170,GCF_002952455.1;protein_397,GCF_002952675.1;protein_398
GCF_000685705.1;protein_132,GCF_020735805.1;protein_185,GCF_021184145.1;protein_567,GCF_017821655.1;protein_1146,GCF_016757555.1;protein_1147,GCF_006337485.1;protein_309,GCF_006337745.1;protein_327,GCF_030323385.1;protein_1313,GCF_002952455.1;protein_263,GCF_002952675.1;protein_264
GCF_000685705.1;protein_1320,GCF_020735805.1;protein_50,GCF_021184145.1;protein_430,GCF_017821655.1;protein_1008,GCF_016757555.1;protein_1012,GCF_006337485.1;protein_443,GCF_006337745.1;protein_1122,GCF_030323385.1;protein_1171,GCF_002952455.1;protein_396,GCF_002952675.1;protein_397
GCF_000685705.1;protein_1321,GCF_020735805.1;protein_51,GCF_021184145.1;protein_431,GCF_017821655.1;protein_1009,GCF_016757555.1;protein_1013,GCF_006337485.1;protein_442,GCF_006337745.1;protein_1123,GCF_030323385.1;protein_1172,GCF_002952455.1;protein_395,GCF_002952675.1;protein_396
GCF_000685705.1;protein_1322,GCF_020735805.1;protein_52,GCF_021184145.1;protein_432,GCF_017821655.1;protein_1010,GCF_016757555.1;protein_1014,GCF_006337485.1;protein_441,GCF_006337745.1;protein_1124,GCF_030323385.1;protein_1173,GCF_002952455.1;protein_394,GCF_002952675.1;protein_395
GCF_000685705.1;protein_1323,GCF_020735805.1;protein_53,GCF_021184145.1;protein_433,GCF_017821655.1;protein_1011,GCF_016757555.1;protein_1015,GCF_006337485.1;protein_440,GCF_006337745.1;protein_1125,GCF_030323385.1;protein_1174,GCF_002952455.1;protein_393,GCF_002952675.1;protein_394
GCF_000685705.1;protein_1324,GCF_020735805.1;protein_54,GCF_021184145.1;protein_434,GCF_017821655.1;protein_1012,GCF_016757555.1;protein_1016,GCF_006337485.1;protein_439,GCF_006337745.1;protein_1126,GCF_030323385.1;protein_1175,GCF_002952455.1;protein_392,GCF_002952675.1;protein_393
GCF_000685705.1;protein_1325,GCF_020735805.1;protein_55,GCF_021184145.1;protein_435,GCF_017821655.1;protein_1013,GCF_016757555.1;protein_1017,GCF_006337485.1;protein_438,GCF_006337745.1;protein_1127,GCF_030323385.1;protein_1176,GCF_002952455.1;protein_391,GCF_002952675.1;protein_392
GCF_000685705.1;protein_1326,GCF_020735805.1;protein_56,GCF_021184145.1;protein_436,GCF_017821655.1;protein_1014,GCF_016757555.1;protein_1018,GCF_006337485.1;protein_437,GCF_006337745.1;protein_1128,GCF_030323385.1;protein_1177,GCF_002952455.1;protein_390,GCF_002952675.1;protein_391
GCF_000685705.1;protein_1327,GCF_020735805.1;protein_57,GCF_021184145.1;protein_437,GCF_017821655.1;protein_1015,GCF_016757555.1;protein_1019,GCF_006337485.1;protein_436,GCF_006337745.1;protein_1129,GCF_030323385.1;protein_1178,GCF_002952455.1;protein_389,GCF_002952675.1;protein_390
GCF_000685705.1;protein_1329,GCF_020735805.1;protein_59,GCF_021184145.1;protein_439,GCF_017821655.1;protein_1017,GCF_016757555.1;protein_1021,GCF_006337485.1;protein_434,GCF_006337745.1;protein_1131,GCF_030323385.1;protein_1180,GCF_002952455.1;protein_387,GCF_002952675.1;protein_388
GCF_000685705.1;protein_133,GCF_020735805.1;protein_184,GCF_021184145.1;protein_566,GCF_017821655.1;protein_1145,GCF_016757555.1;protein_1146,GCF_006337485.1;protein_310,GCF_006337745.1;protein_328,GCF_030323385.1;protein_1312,GCF_002952455.1;protein_264,GCF_002952675.1;protein_265
GCF_000685705.1;protein_1330,GCF_020735805.1;protein_60,GCF_021184145.1;protein_440,GCF_017821655.1;protein_1018,GCF_016757555.1;protein_1022,GCF_006337485.1;protein_433,GCF_006337745.1;protein_1132,GCF_030323385.1;protein_1181,GCF_002952455.1;protein_386,GCF_002952675.1;protein_387
GCF_000685705.1;protein_1331,GCF_020735805.1;protein_61,GCF_021184145.1;protein_441,GCF_017821655.1;protein_1019,GCF_016757555.1;protein_1023,GCF_006337485.1;protein_432,GCF_006337745.1;protein_1133,GCF_030323385.1;protein_1182,GCF_002952455.1;protein_385,GCF_002952675.1;protein_386
GCF_000685705.1;protein_1332,GCF_020735805.1;protein_62,GCF_021184145.1;protein_442,GCF_017821655.1;protein_1020,GCF_016757555.1;protein_1024,GCF_006337485.1;protein_431,GCF_006337745.1;protein_1134,GCF_030323385.1;protein_1183,GCF_002952455.1;protein_384,GCF_002952675.1;protein_385
GCF_000685705.1;protein_1333,GCF_020735805.1;protein_63,GCF_021184145.1;protein_443,GCF_017821655.1;protein_1021,GCF_016757555.1;protein_1025,GCF_006337485.1;protein_430,GCF_006337745.1;protein_1135,GCF_030323385.1;protein_1184,GCF_002952455.1;protein_383,GCF_002952675.1;protein_384
GCF_000685705.1;protein_1335,GCF_020735805.1;protein_65,GCF_021184145.1;protein_445,GCF_017821655.1;protein_1023,GCF_016757555.1;protein_1027,GCF_006337485.1;protein_428,GCF_006337745.1;protein_1137,GCF_030323385.1;protein_1186,GCF_002952455.1;protein_381,GCF_002952675.1;protein_382
GCF_000685705.1;protein_1336,GCF_020735805.1;protein_66,GCF_021184145.1;protein_446,GCF_017821655.1;protein_1024,GCF_016757555.1;protein_1028,GCF_006337485.1;protein_427,GCF_006337745.1;protein_1138,GCF_030323385.1;protein_1187,GCF_002952455.1;protein_380,GCF_002952675.1;protein_381
GCF_000685705.1;protein_1337,GCF_020735805.1;protein_67,GCF_021184145.1;protein_447,GCF_017821655.1;protein_1025,GCF_016757555.1;protein_1029,GCF_006337485.1;protein_426,GCF_006337745.1;protein_1139,GCF_030323385.1;protein_1188,GCF_002952455.1;protein_379,GCF_002952675.1;protein_380
GCF_000685705.1;protein_134,GCF_020735805.1;protein_183,GCF_021184145.1;protein_565,GCF_017821655.1;protein_1144,GCF_016757555.1;protein_1145,GCF_006337485.1;protein_311,GCF_006337745.1;protein_329,GCF_030323385.1;protein_1311,GCF_002952455.1;protein_265,GCF_002952675.1;protein_266
GCF_000685705.1;protein_1340,GCF_020735805.1;protein_68,GCF_021184145.1;protein_448,GCF_017821655.1;protein_1026,GCF_016757555.1;protein_1032,GCF_006337485.1;protein_425,GCF_006337745.1;protein_1140,GCF_030323385.1;protein_1191,GCF_002952455.1;protein_378,GCF_002952675.1;protein_379
GCF_000685705.1;protein_1342,GCF_020735805.1;protein_70,GCF_021184145.1;protein_450,GCF_017821655.1;protein_1029,GCF_016757555.1;protein_1034,GCF_006337485.1;protein_423,GCF_006337745.1;protein_1143,GCF_030323385.1;protein_1193,GCF_002952455.1;protein_376,GCF_002952675.1;protein_377
GCF_000685705.1;protein_1343,GCF_020735805.1;protein_71,GCF_021184145.1;protein_451,GCF_017821655.1;protein_1030,GCF_016757555.1;protein_1035,GCF_006337485.1;protein_422,GCF_006337745.1;protein_1144,GCF_030323385.1;protein_1194,GCF_002952455.1;protein_375,GCF_002952675.1;protein_376
GCF_000685705.1;protein_1344,GCF_020735805.1;protein_72,GCF_021184145.1;protein_452,GCF_017821655.1;protein_1031,GCF_016757555.1;protein_1036,GCF_006337485.1;protein_421,GCF_006337745.1;protein_1145,GCF_030323385.1;protein_1195,GCF_002952455.1;protein_374,GCF_002952675.1;protein_375
GCF_000685705.1;protein_1345,GCF_020735805.1;protein_73,GCF_021184145.1;protein_453,GCF_017821655.1;protein_1032,GCF_016757555.1;protein_1037,GCF_006337485.1;protein_420,GCF_006337745.1;protein_1146,GCF_030323385.1;protein_1196,GCF_002952455.1;protein_373,GCF_002952675.1;protein_374
GCF_000685705.1;protein_1346,GCF_020735805.1;protein_74,GCF_021184145.1;protein_454,GCF_017821655.1;protein_1033,GCF_016757555.1;protein_1038,GCF_006337485.1;protein_419,GCF_006337745.1;protein_1147,GCF_030323385.1;protein_1197,GCF_002952455.1;protein_372,GCF_002952675.1;protein_373
GCF_000685705.1;protein_1347,GCF_020735805.1;protein_75,GCF_021184145.1;protein_455,GCF_017821655.1;protein_1034,GCF_016757555.1;protein_1039,GCF_006337485.1;protein_418,GCF_006337745.1;protein_1148,GCF_030323385.1;protein_1198,GCF_002952455.1;protein_371,GCF_002952675.1;protein_372
GCF_000685705.1;protein_1348,GCF_020735805.1;protein_76,GCF_021184145.1;protein_456,GCF_017821655.1;protein_1035,GCF_016757555.1;protein_1040,GCF_006337485.1;protein_417,GCF_006337745.1;protein_1149,GCF_030323385.1;protein_1199,GCF_002952455.1;protein_370,GCF_002952675.1;protein_371
GCF_000685705.1;protein_1349,GCF_020735805.1;protein_77,GCF_021184145.1;protein_458,GCF_017821655.1;protein_1037,GCF_016757555.1;protein_1041,GCF_006337485.1;protein_416,GCF_006337745.1;protein_1150,GCF_030323385.1;protein_1200,GCF_002952455.1;protein_369,GCF_002952675.1;protein_370
GCF_000685705.1;protein_135,GCF_020735805.1;protein_182,GCF_021184145.1;protein_564,GCF_017821655.1;protein_1143,GCF_016757555.1;protein_1144,GCF_006337485.1;protein_312,GCF_006337745.1;protein_330,GCF_030323385.1;protein_1310,GCF_002952455.1;protein_266,GCF_002952675.1;protein_267
GCF_000685705.1;protein_1350,GCF_020735805.1;protein_78,GCF_021184145.1;protein_459,GCF_017821655.1;protein_1038,GCF_016757555.1;protein_1042,GCF_006337485.1;protein_415,GCF_006337745.1;protein_1151,GCF_030323385.1;protein_1201,GCF_002952455.1;protein_368,GCF_002952675.1;protein_369
GCF_000685705.1;protein_1351,GCF_020735805.1;protein_79,GCF_021184145.1;protein_460,GCF_017821655.1;protein_1039,GCF_016757555.1;protein_1043,GCF_006337485.1;protein_414,GCF_006337745.1;protein_432,GCF_030323385.1;protein_1202,GCF_002952455.1;protein_367,GCF_002952675.1;protein_368
GCF_000685705.1;protein_1352,GCF_020735805.1;protein_80,GCF_021184145.1;protein_461,GCF_017821655.1;protein_1040,GCF_016757555.1;protein_1044,GCF_006337485.1;protein_413,GCF_006337745.1;protein_431,GCF_030323385.1;protein_1203,GCF_002952455.1;protein_366,GCF_002952675.1;protein_367
GCF_000685705.1;protein_1353,GCF_020735805.1;protein_81,GCF_021184145.1;protein_462,GCF_017821655.1;protein_1041,GCF_016757555.1;protein_1045,GCF_006337485.1;protein_412,GCF_006337745.1;protein_430,GCF_030323385.1;protein_1204,GCF_002952455.1;protein_365,GCF_002952675.1;protein_366
GCF_000685705.1;protein_1354,GCF_020735805.1;protein_82,GCF_021184145.1;protein_463,GCF_017821655.1;protein_1042,GCF_016757555.1;protein_1046,GCF_006337485.1;protein_411,GCF_006337745.1;protein_429,GCF_030323385.1;protein_1205,GCF_002952455.1;protein_364,GCF_002952675.1;protein_365
GCF_000685705.1;protein_1355,GCF_020735805.1;protein_83,GCF_021184145.1;protein_464,GCF_017821655.1;protein_1043,GCF_016757555.1;protein_1047,GCF_006337485.1;protein_410,GCF_006337745.1;protein_428,GCF_030323385.1;protein_1206,GCF_002952455.1;protein_363,GCF_002952675.1;protein_364
GCF_000685705.1;protein_1356,GCF_020735805.1;protein_84,GCF_021184145.1;protein_465,GCF_017821655.1;protein_1044,GCF_016757555.1;protein_1048,GCF_006337485.1;protein_409,GCF_006337745.1;protein_427,GCF_030323385.1;protein_1207,GCF_002952455.1;protein_362,GCF_002952675.1;protein_363
GCF_000685705.1;protein_1357,GCF_020735805.1;protein_85,GCF_021184145.1;protein_466,GCF_017821655.1;protein_1045,GCF_016757555.1;protein_1049,GCF_006337485.1;protein_408,GCF_006337745.1;protein_426,GCF_030323385.1;protein_1208,GCF_002952455.1;protein_361,GCF_002952675.1;protein_362
GCF_000685705.1;protein_1359,GCF_020735805.1;protein_87,GCF_021184145.1;protein_469,GCF_017821655.1;protein_1048,GCF_016757555.1;protein_1052,GCF_006337485.1;protein_405,GCF_006337745.1;protein_424,GCF_030323385.1;protein_1211,GCF_002952455.1;protein_359,GCF_002952675.1;protein_360
GCF_000685705.1;protein_136,GCF_020735805.1;protein_181,GCF_021184145.1;protein_563,GCF_017821655.1;protein_1142,GCF_016757555.1;protein_1143,GCF_006337485.1;protein_313,GCF_006337745.1;protein_331,GCF_030323385.1;protein_1309,GCF_002952455.1;protein_267,GCF_002952675.1;protein_268
GCF_000685705.1;protein_1360,GCF_020735805.1;protein_88,GCF_021184145.1;protein_470,GCF_017821655.1;protein_1049,GCF_016757555.1;protein_1053,GCF_006337485.1;protein_404,GCF_006337745.1;protein_423,GCF_030323385.1;protein_1212,GCF_002952455.1;protein_358,GCF_002952675.1;protein_359
GCF_000685705.1;protein_1361,GCF_020735805.1;protein_89,GCF_021184145.1;protein_471,GCF_017821655.1;protein_1050,GCF_016757555.1;protein_1054,GCF_006337485.1;protein_403,GCF_006337745.1;protein_422,GCF_030323385.1;protein_1213,GCF_002952455.1;protein_357,GCF_002952675.1;protein_358
GCF_000685705.1;protein_1362,GCF_020735805.1;protein_90,GCF_021184145.1;protein_472,GCF_017821655.1;protein_1051,GCF_016757555.1;protein_1055,GCF_006337485.1;protein_402,GCF_006337745.1;protein_421,GCF_030323385.1;protein_1214,GCF_002952455.1;protein_356,GCF_002952675.1;protein_357
GCF_000685705.1;protein_1363,GCF_020735805.1;protein_91,GCF_021184145.1;protein_473,GCF_017821655.1;protein_1052,GCF_016757555.1;protein_1056,GCF_006337485.1;protein_401,GCF_006337745.1;protein_420,GCF_030323385.1;protein_1215,GCF_002952455.1;protein_355,GCF_002952675.1;protein_356
GCF_000685705.1;protein_1364,GCF_020735805.1;protein_92,GCF_021184145.1;protein_474,GCF_017821655.1;protein_1053,GCF_016757555.1;protein_1057,GCF_006337485.1;protein_400,GCF_006337745.1;protein_419,GCF_030323385.1;protein_1216,GCF_002952455.1;protein_354,GCF_002952675.1;protein_355
GCF_000685705.1;protein_1365,GCF_020735805.1;protein_93,GCF_021184145.1;protein_475,GCF_017821655.1;protein_1054,GCF_016757555.1;protein_1058,GCF_006337485.1;protein_399,GCF_006337745.1;protein_418,GCF_030323385.1;protein_1217,GCF_002952455.1;protein_353,GCF_002952675.1;protein_354
GCF_000685705.1;protein_1366,GCF_020735805.1;protein_94,GCF_021184145.1;protein_476,GCF_017821655.1;protein_1055,GCF_016757555.1;protein_1059,GCF_006337485.1;protein_398,GCF_006337745.1;protein_417,GCF_030323385.1;protein_1218,GCF_002952455.1;protein_352,GCF_002952675.1;protein_353
GCF_000685705.1;protein_1367,GCF_020735805.1;protein_95,GCF_021184145.1;protein_477,GCF_017821655.1;protein_1056,GCF_016757555.1;protein_1060,GCF_006337485.1;protein_397,GCF_006337745.1;protein_416,GCF_030323385.1;protein_1219,GCF_002952455.1;protein_351,GCF_002952675.1;protein_352
GCF_000685705.1;protein_137,GCF_020735805.1;protein_180,GCF_021184145.1;protein_562,GCF_017821655.1;protein_1141,GCF_016757555.1;protein_1142,GCF_006337485.1;protein_314,GCF_006337745.1;protein_332,GCF_030323385.1;protein_1308,GCF_002952455.1;protein_268,GCF_002952675.1;protein_269
GCF_000685705.1;protein_1371,GCF_020735805.1;protein_99,GCF_021184145.1;protein_483,GCF_017821655.1;protein_1060,GCF_016757555.1;protein_1063,GCF_006337485.1;protein_393,GCF_006337745.1;protein_412,GCF_030323385.1;protein_1225,GCF_002952455.1;protein_346,GCF_002952675.1;protein_347
GCF_000685705.1;protein_1372,GCF_020735805.1;protein_100,GCF_021184145.1;protein_484,GCF_017821655.1;protein_1061,GCF_016757555.1;protein_1064,GCF_006337485.1;protein_392,GCF_006337745.1;protein_411,GCF_030323385.1;protein_1226,GCF_002952455.1;protein_345,GCF_002952675.1;protein_346
GCF_000685705.1;protein_1373,GCF_020735805.1;protein_101,GCF_021184145.1;protein_485,GCF_017821655.1;protein_1062,GCF_016757555.1;protein_1065,GCF_006337485.1;protein_391,GCF_006337745.1;protein_410,GCF_030323385.1;protein_1227,GCF_002952455.1;protein_344,GCF_002952675.1;protein_345
GCF_000685705.1;protein_1374,GCF_020735805.1;protein_102,GCF_021184145.1;protein_486,GCF_017821655.1;protein_1063,GCF_016757555.1;protein_1066,GCF_006337485.1;protein_390,GCF_006337745.1;protein_409,GCF_030323385.1;protein_1228,GCF_002952455.1;protein_343,GCF_002952675.1;protein_344
GCF_000685705.1;protein_1375,GCF_020735805.1;protein_103,GCF_021184145.1;protein_488,GCF_017821655.1;protein_1064,GCF_016757555.1;protein_1067,GCF_006337485.1;protein_389,GCF_006337745.1;protein_408,GCF_030323385.1;protein_1229,GCF_002952455.1;protein_342,GCF_002952675.1;protein_343
GCF_000685705.1;protein_1376,GCF_020735805.1;protein_104,GCF_021184145.1;protein_489,GCF_017821655.1;protein_1065,GCF_016757555.1;protein_1068,GCF_006337485.1;protein_388,GCF_006337745.1;protein_407,GCF_030323385.1;protein_1230,GCF_002952455.1;protein_341,GCF_002952675.1;protein_342
GCF_000685705.1;protein_1377,GCF_020735805.1;protein_105,GCF_021184145.1;protein_490,GCF_017821655.1;protein_1066,GCF_016757555.1;protein_1069,GCF_006337485.1;protein_387,GCF_006337745.1;protein_406,GCF_030323385.1;protein_1231,GCF_002952455.1;protein_340,GCF_002952675.1;protein_341
GCF_000685705.1;protein_1378,GCF_020735805.1;protein_106,GCF_021184145.1;protein_491,GCF_017821655.1;protein_1067,GCF_016757555.1;protein_1070,GCF_006337485.1;protein_386,GCF_006337745.1;protein_405,GCF_030323385.1;protein_1232,GCF_002952455.1;protein_339,GCF_002952675.1;protein_340
